#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-256D6FC489C97327-3947B9032399E712
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:48:44	Run time	0:02:50:14
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#24 - >146403376	specific	238088	10	127	1.11272e-28	102.269	cd00156	REC	 - 	cl19078
Q#24 - >146403376	superfamily	271833	10	127	1.11272e-28	102.269	cl19078	REC superfamily	 - 	 - 
Q#25 - >146401011	specific	238225	149	240	6.15606e-32	114.084	cd00383	trans_reg_C	 - 	cl21459
Q#25 - >146401011	superfamily	277524	149	240	6.15606e-32	114.084	cl21459	HTH superfamily	 - 	 - 
Q#25 - >146401011	specific	238088	21	124	4.81637e-26	98.8021	cd00156	REC	 - 	cl19078
Q#25 - >146401011	superfamily	271833	21	124	4.81637e-26	98.8021	cl19078	REC superfamily	 - 	 - 
Q#25 - >146401011	multi-dom	223816	20	244	1.22358e-63	200.601	COG0745	OmpR	 - 	 - 
Q#26 - >146401148	specific	238225	129	222	7.07491e-37	126.41	cd00383	trans_reg_C	 - 	cl21459
Q#26 - >146401148	superfamily	277524	129	222	7.07491e-37	126.41	cl21459	HTH superfamily	 - 	 - 
Q#26 - >146401148	specific	238088	4	117	9.00214e-33	116.136	cd00156	REC	 - 	cl19078
Q#26 - >146401148	superfamily	271833	4	117	9.00214e-33	116.136	cl19078	REC superfamily	 - 	 - 
Q#26 - >146401148	multi-dom	223816	1	226	1.31085e-86	258.766	COG0745	OmpR	 - 	 - 
Q#27 - >146401271	specific	238225	127	220	1.49814e-22	89.0456	cd00383	trans_reg_C	 - 	cl21459
Q#27 - >146401271	superfamily	277524	127	220	1.49814e-22	89.0456	cl21459	HTH superfamily	 - 	 - 
Q#27 - >146401271	superfamily	271833	14	116	0.00288035	35.2441	cl19078	REC superfamily	 - 	 - 
Q#27 - >146401271	multi-dom	214376	11	219	1.41946e-13	66.6635	CHL00148	orf27	 - 	 - 
Q#28 - >146401274	specific	238225	139	234	1.18547e-32	115.624	cd00383	trans_reg_C	 - 	cl21459
Q#28 - >146401274	superfamily	277524	139	234	1.18547e-32	115.624	cl21459	HTH superfamily	 - 	 - 
Q#28 - >146401274	specific	238088	7	117	3.37646e-31	112.284	cd00156	REC	 - 	cl19078
Q#28 - >146401274	superfamily	271833	7	117	3.37646e-31	112.284	cl19078	REC superfamily	 - 	 - 
Q#28 - >146401274	multi-dom	181883	6	234	8.2159e-74	226.779	PRK09468	ompR	 - 	 - 
Q#29 - >146401408	specific	238225	138	230	1.00202e-25	97.1348	cd00383	trans_reg_C	 - 	cl21459
Q#29 - >146401408	superfamily	277524	138	230	1.00202e-25	97.1348	cl21459	HTH superfamily	 - 	 - 
Q#29 - >146401408	specific	238088	13	124	2.84967e-22	88.4017	cd00156	REC	 - 	cl19078
Q#29 - >146401408	superfamily	271833	13	124	2.84967e-22	88.4017	cl19078	REC superfamily	 - 	 - 
Q#29 - >146401408	multi-dom	223816	11	231	9.27856e-59	187.504	COG0745	OmpR	 - 	 - 
Q#30 - >146401544	specific	238088	9	122	1.2393e-35	123.84	cd00156	REC	 - 	cl19078
Q#30 - >146401544	superfamily	271833	9	122	1.2393e-35	123.84	cl19078	REC superfamily	 - 	 - 
Q#30 - >146401544	specific	238225	135	227	1.05538e-25	97.1348	cd00383	trans_reg_C	 - 	cl21459
Q#30 - >146401544	superfamily	277524	135	227	1.05538e-25	97.1348	cl21459	HTH superfamily	 - 	 - 
Q#30 - >146401544	multi-dom	223816	7	229	6.04039e-69	213.698	COG0745	OmpR	 - 	 - 
Q#31 - >146402505	specific	238225	127	220	1.01012e-22	89.4308	cd00383	trans_reg_C	 - 	cl21459
Q#31 - >146402505	superfamily	277524	127	220	1.01012e-22	89.4308	cl21459	HTH superfamily	 - 	 - 
Q#31 - >146402505	specific	238088	11	114	5.20182e-09	51.8077	cd00156	REC	 - 	cl19078
Q#31 - >146402505	superfamily	271833	11	114	5.20182e-09	51.8077	cl19078	REC superfamily	 - 	 - 
Q#31 - >146402505	multi-dom	223816	13	222	7.30928e-38	133.576	COG0745	OmpR	 - 	 - 
Q#32 - >146402559	specific	238088	7	117	6.98475e-36	124.61	cd00156	REC	 - 	cl19078
Q#32 - >146402559	superfamily	271833	7	117	6.98475e-36	124.61	cl19078	REC superfamily	 - 	 - 
Q#32 - >146402559	specific	238225	139	229	6.82889e-32	113.698	cd00383	trans_reg_C	 - 	cl21459
Q#32 - >146402559	superfamily	277524	139	229	6.82889e-32	113.698	cl21459	HTH superfamily	 - 	 - 
Q#32 - >146402559	multi-dom	223816	5	232	9.56038e-78	236.425	COG0745	OmpR	 - 	 - 
Q#33 - >146402850	specific	238088	31	142	1.33257e-39	135.011	cd00156	REC	 - 	cl19078
Q#33 - >146402850	superfamily	271833	31	142	1.33257e-39	135.011	cl19078	REC superfamily	 - 	 - 
Q#33 - >146402850	specific	238225	161	255	8.25879e-32	114.084	cd00383	trans_reg_C	 - 	cl21459
Q#33 - >146402850	superfamily	277524	161	255	8.25879e-32	114.084	cl21459	HTH superfamily	 - 	 - 
Q#33 - >146402850	multi-dom	223816	28	258	3.64674e-79	241.047	COG0745	OmpR	 - 	 - 
Q#34 - >146403477	specific	238088	11	126	3.15884e-32	115.366	cd00156	REC	 - 	cl19078
Q#34 - >146403477	superfamily	271833	11	126	3.15884e-32	115.366	cl19078	REC superfamily	 - 	 - 
Q#34 - >146403477	specific	238225	137	232	1.08104e-22	89.0456	cd00383	trans_reg_C	 - 	cl21459
Q#34 - >146403477	superfamily	277524	137	232	1.08104e-22	89.0456	cl21459	HTH superfamily	 - 	 - 
Q#34 - >146403477	multi-dom	223816	10	235	3.7807e-65	204.068	COG0745	OmpR	 - 	 - 
Q#35 - >146403614	specific	238088	10	124	1.86817e-44	146.952	cd00156	REC	 - 	cl19078
Q#35 - >146403614	superfamily	271833	10	124	1.86817e-44	146.952	cl19078	REC superfamily	 - 	 - 
Q#35 - >146403614	specific	238225	136	229	2.17302e-33	117.55	cd00383	trans_reg_C	 - 	cl21459
Q#35 - >146403614	superfamily	277524	136	229	2.17302e-33	117.55	cl21459	HTH superfamily	 - 	 - 
Q#35 - >146403614	multi-dom	131209	7	230	2.23505e-119	342.386	TIGR02154	PhoB	 - 	 - 
Q#36 - >146400200	specific	238088	4	116	1.59995e-36	126.151	cd00156	REC	 - 	cl19078
Q#36 - >146400200	superfamily	271833	4	116	1.59995e-36	126.151	cl19078	REC superfamily	 - 	 - 
Q#36 - >146400200	specific	238225	127	220	3.92269e-35	121.788	cd00383	trans_reg_C	 - 	cl21459
Q#36 - >146400200	superfamily	277524	127	220	3.92269e-35	121.788	cl21459	HTH superfamily	 - 	 - 
Q#36 - >146400200	multi-dom	130454	3	220	4.24994e-94	277.451	TIGR01387	cztR_silR_copR	 - 	 - 
Q#37 - >146400563	specific	238225	138	230	4.14192e-24	92.8976	cd00383	trans_reg_C	 - 	cl21459
Q#37 - >146400563	superfamily	277524	138	230	4.14192e-24	92.8976	cl21459	HTH superfamily	 - 	 - 
Q#37 - >146400563	specific	238088	13	124	4.23516e-22	88.0165	cd00156	REC	 - 	cl19078
Q#37 - >146400563	superfamily	271833	13	124	4.23516e-22	88.0165	cl19078	REC superfamily	 - 	 - 
Q#37 - >146400563	multi-dom	223816	11	230	1.68778e-56	181.726	COG0745	OmpR	 - 	 - 
Q#38 - >146402415	specific	99777	200	256	1.45764e-18	76.8044	cd06170	LuxR_C_like	 - 	cl21459
Q#38 - >146402415	superfamily	277524	200	256	1.45764e-18	76.8044	cl21459	HTH superfamily	 - 	 - 
Q#38 - >146402415	superfamily	271833	52	154	0.000491861	37.5536	cl19078	REC superfamily	 - 	 - 
Q#38 - >146402415	multi-dom	225107	49	254	8.40764e-37	130.887	COG2197	CitB	 - 	 - 
Q#39 - >146402153	specific	99707	126	291	4.2552e-23	94.5203	cd00009	AAA	 - 	cl21455
Q#39 - >146402153	superfamily	277521	126	291	4.2552e-23	94.5203	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#39 - >146402153	specific	251640	394	435	9.61815e-10	54.347	pfam02954	HTH_8	 - 	cl22895
Q#39 - >146402153	superfamily	277610	394	435	9.61815e-10	54.347	cl22895	HTH_8 superfamily	 - 	 - 
Q#39 - >146402153	superfamily	271833	28	110	3.75857e-08	51.0356	cl19078	REC superfamily	N	 - 
Q#39 - >146402153	multi-dom	225114	30	435	3.6445e-150	438.284	COG2204	AtoC	 - 	 - 
Q#40 - >146402707	specific	238088	8	120	1.29495e-29	111.899	cd00156	REC	 - 	cl19078
Q#40 - >146402707	superfamily	271833	8	120	1.29495e-29	111.899	cl19078	REC superfamily	 - 	 - 
Q#40 - >146402707	specific	99707	148	305	1.04645e-22	94.1351	cd00009	AAA	 - 	cl21455
Q#40 - >146402707	superfamily	277521	148	305	1.04645e-22	94.1351	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#40 - >146402707	superfamily	277610	433	481	1.52745e-14	69.4285	cl22895	HTH_8 superfamily	N	 - 
Q#40 - >146402707	multi-dom	273818	7	477	0	643.329	TIGR01818	ntrC	 - 	 - 
Q#41 - >146402709	specific	238088	5	116	1.72915e-29	111.128	cd00156	REC	 - 	cl19078
Q#41 - >146402709	superfamily	271833	5	116	1.72915e-29	111.128	cl19078	REC superfamily	 - 	 - 
Q#41 - >146402709	specific	99707	150	302	1.82033e-16	76.0307	cd00009	AAA	 - 	cl21455
Q#41 - >146402709	superfamily	277521	150	302	1.82033e-16	76.0307	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#41 - >146402709	specific	251640	413	454	6.59428e-07	46.2578	pfam02954	HTH_8	 - 	cl22895
Q#41 - >146402709	superfamily	277610	413	454	6.59428e-07	46.2578	cl22895	HTH_8 superfamily	 - 	 - 
Q#41 - >146402709	multi-dom	225114	1	464	0	538.436	COG2204	AtoC	 - 	 - 
Q#42 - >146403621	specific	99707	170	321	1.13885e-19	85.2755	cd00009	AAA	 - 	cl21455
Q#42 - >146403621	superfamily	277521	170	321	1.13885e-19	85.2755	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#42 - >146403621	specific	238088	12	127	2.95654e-16	74.5345	cd00156	REC	 - 	cl19078
Q#42 - >146403621	superfamily	271833	12	127	2.95654e-16	74.5345	cl19078	REC superfamily	 - 	 - 
Q#42 - >146403621	specific	251640	408	443	3.2856e-07	47.0282	pfam02954	HTH_8	 - 	cl22895
Q#42 - >146403621	superfamily	277610	408	443	3.2856e-07	47.0282	cl22895	HTH_8 superfamily	 - 	 - 
Q#42 - >146403621	multi-dom	274348	11	452	0	616.375	TIGR02915	PEP_resp_reg	 - 	 - 
Q#43 - >146403375	specific	238088	6	126	7.53308e-28	105.35	cd00156	REC	 - 	cl19078
Q#43 - >146403375	superfamily	271833	6	126	7.53308e-28	105.35	cl19078	REC superfamily	 - 	 - 
Q#43 - >146403375	specific	250544	157	340	2.04178e-79	243.161	pfam01339	CheB_methylest	 - 	cl03170
Q#43 - >146403375	superfamily	250544	157	340	2.04178e-79	243.161	cl03170	CheB_methylest superfamily	 - 	 - 
Q#43 - >146403375	multi-dom	234828	1	340	0	527.796	PRK00742	PRK00742	 - 	 - 
Q#44 - >146401275	specific	238030	370	484	7.11264e-19	82.6946	cd00075	HATPase_c	 - 	cl00075
Q#44 - >146401275	superfamily	275468	370	484	7.11264e-19	82.6946	cl00075	HATPase_c superfamily	 - 	 - 
Q#44 - >146401275	specific	238075	26	120	1.37821e-14	70.7399	cd00130	PAS	 - 	cl21578
Q#44 - >146401275	superfamily	271998	26	120	1.37821e-14	70.7399	cl21578	PAS superfamily	 - 	 - 
Q#44 - >146401275	specific	238075	137	240	2.42367e-12	64.1915	cd00130	PAS	 - 	cl21578
Q#44 - >146401275	superfamily	271998	137	240	2.42367e-12	64.1915	cl21578	PAS superfamily	 - 	 - 
Q#44 - >146401275	specific	238088	510	611	1.63805e-10	58.7413	cd00156	REC	 - 	cl19078
Q#44 - >146401275	superfamily	271833	510	611	1.63805e-10	58.7413	cl19078	REC superfamily	 - 	 - 
Q#44 - >146401275	specific	119399	257	320	7.38096e-07	47.2072	cd00082	HisKA	 - 	cl00080
Q#44 - >146401275	superfamily	260177	257	320	7.38096e-07	47.2072	cl00080	HisKA superfamily	 - 	 - 
Q#44 - >146401275	multi-dom	272971	127	251	1.8325e-33	124.326	TIGR00229	sensory_box	 - 	 - 
Q#44 - >146401275	multi-dom	254806	20	122	1.35727e-10	58.9648	pfam08448	PAS_4	 - 	 - 
Q#45 - >146401457	specific	238030	298	408	3.59189e-23	94.6358	cd00075	HATPase_c	 - 	cl00075
Q#45 - >146401457	superfamily	275468	298	408	3.59189e-23	94.6358	cl00075	HATPase_c superfamily	 - 	 - 
Q#45 - >146401457	specific	238088	441	523	1.56377e-11	61.4377	cd00156	REC	C	cl19078
Q#45 - >146401457	superfamily	271833	441	523	1.56377e-11	61.4377	cl19078	REC superfamily	C	 - 
Q#45 - >146401457	specific	119399	182	248	1.17056e-05	43.3552	cd00082	HisKA	 - 	cl00080
