#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-68E4CB676EB7769-31260F0FC600C1A
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:49:08	Run time	0:00:22:55
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#10 - >25516251	specific	254705	8	61	7.34306e-07	47.0267	pfam08279	HTH_11	 - 	cl21459
Q#10 - >25516251	superfamily	277524	8	61	7.34306e-07	47.0267	cl21459	HTH superfamily	 - 	 - 
Q#10 - >25516251	multi-dom	226234	3	480	1.06641e-66	227.705	COG3711	BglG	 - 	 - 
Q#11 - >25382427	specific	253671	5	210	9.96931e-33	119.355	pfam06314	ADC	 - 	cl01919
Q#11 - >25382427	superfamily	275754	5	210	9.96931e-33	119.355	cl01919	ADC superfamily	 - 	 - 
Q#12 - >25382488	specific	251747	31	56	0.00331255	32.8358	pfam03130	HEAT_PBS	 - 	cl23535
Q#12 - >25382488	superfamily	251747	31	56	0.00331255	32.8358	cl23535	HEAT_PBS superfamily	 - 	 - 
Q#12 - >25382488	multi-dom	257956	16	103	1.31169e-05	40.4023	pfam13646	HEAT_2	 - 	 - 
Q#14 - >25367657	multi-dom	185102	1	831	0	1649.46	PRK15180	PRK15180	 - 	 - 
Q#15 - >25516249	specific	276948	51	191	1.0911e-24	98.5533	cd15787	YycH_N	 - 	cl06461
Q#15 - >25516249	superfamily	277445	51	191	1.0911e-24	98.5533	cl06461	YycH_N_like superfamily	 - 	 - 
Q#15 - >25516249	multi-dom	227200	2	440	0	589.917	COG4863	YycH	 - 	 - 
Q#16 - >284161653	specific	238088	8	118	4.05154e-32	111.128	cd00156	REC	 - 	cl19078
Q#16 - >284161653	superfamily	271833	8	118	4.05154e-32	111.128	cl19078	REC superfamily	 - 	 - 
Q#17 - >284162107	specific	238088	1	111	1.19031e-26	96.4909	cd00156	REC	 - 	cl19078
Q#17 - >284162107	superfamily	271833	1	111	1.19031e-26	96.4909	cl19078	REC superfamily	 - 	 - 
Q#18 - >284162475	specific	238088	5	118	2.66451e-36	121.529	cd00156	REC	 - 	cl19078
Q#18 - >284162475	superfamily	271833	5	118	2.66451e-36	121.529	cl19078	REC superfamily	 - 	 - 
Q#19 - >284162474	specific	238088	5	128	1.0163e-29	110.743	cd00156	REC	 - 	cl19078
Q#19 - >284162474	superfamily	271833	5	128	1.0163e-29	110.743	cl19078	REC superfamily	 - 	 - 
Q#19 - >284162474	specific	250544	160	343	3.40466e-86	260.495	pfam01339	CheB_methylest	 - 	cl03170
Q#19 - >284162474	superfamily	250544	160	343	3.40466e-86	260.495	cl03170	CheB_methylest superfamily	 - 	 - 
Q#19 - >284162474	multi-dom	234828	1	348	0	516.24	PRK00742	PRK00742	 - 	 - 
Q#20 - >284161657	superfamily	271833	14	98	0.00142615	36.3997	cl19078	REC superfamily	 - 	 - 
Q#20 - >284161657	specific	214644	225	279	0.00231793	35.2345	smart00388	HisKA	 - 	cl00080
Q#20 - >284161657	superfamily	260177	225	279	0.00231793	35.2345	cl00080	HisKA superfamily	 - 	 - 
Q#20 - >284161657	multi-dom	272971	121	211	4.99602e-05	40.7373	TIGR00229	sensory_box	 - 	 - 
Q#20 - >284161657	multi-dom	223816	29	99	0.000131696	41.1285	COG0745	OmpR	C	 - 
Q#21 - >284162551	specific	238075	155	254	7.12858e-13	64.5767	cd00130	PAS	 - 	cl21578
Q#21 - >284162551	superfamily	271998	155	254	7.12858e-13	64.5767	cl21578	PAS superfamily	 - 	 - 
Q#21 - >284162551	specific	119399	393	436	4.06386e-05	41.4292	cd00082	HisKA	 - 	cl00080
Q#21 - >284162551	superfamily	260177	393	436	4.06386e-05	41.4292	cl00080	HisKA superfamily	 - 	 - 
Q#21 - >284162551	multi-dom	272971	144	264	4.6078e-21	88.502	TIGR00229	sensory_box	 - 	 - 
Q#21 - >284162551	multi-dom	223715	354	436	0.00111547	39.7371	COG0642	BaeS	NC	 - 
Q#22 - >154149878	specific	238088	8	104	2.07395e-24	91.8685	cd00156	REC	 - 	cl19078
Q#22 - >154149878	superfamily	271833	8	104	2.07395e-24	91.8685	cl19078	REC superfamily	 - 	 - 
Q#23 - >154150443	specific	238088	7	120	2.1735e-28	101.498	cd00156	REC	 - 	cl19078
Q#23 - >154150443	superfamily	271833	7	120	2.1735e-28	101.498	cl19078	REC superfamily	 - 	 - 
Q#24 - >154150456	specific	238088	11	121	6.45301e-16	68.7565	cd00156	REC	 - 	cl19078
Q#24 - >154150456	superfamily	271833	11	121	6.45301e-16	68.7565	cl19078	REC superfamily	 - 	 - 
Q#25 - >154150566	specific	238088	5	104	1.28273e-19	78.7717	cd00156	REC	 - 	cl19078
Q#25 - >154150566	superfamily	271833	5	104	1.28273e-19	78.7717	cl19078	REC superfamily	 - 	 - 
Q#26 - >154150645	specific	238088	5	121	2.33345e-22	86.0905	cd00156	REC	 - 	cl19078
Q#26 - >154150645	superfamily	271833	5	121	2.33345e-22	86.0905	cl19078	REC superfamily	 - 	 - 
Q#26 - >154150645	multi-dom	223816	3	103	7.64027e-17	73.1001	COG0745	OmpR	C	 - 
Q#27 - >154150663	specific	238088	7	120	2.568e-22	85.3201	cd00156	REC	 - 	cl19078
Q#27 - >154150663	superfamily	271833	7	120	2.568e-22	85.3201	cl19078	REC superfamily	 - 	 - 
Q#27 - >154150663	multi-dom	223816	4	120	1.12894e-18	77.7225	COG0745	OmpR	C	 - 
Q#28 - >154150881	specific	238088	5	118	1.1089e-33	114.98	cd00156	REC	 - 	cl19078
Q#28 - >154150881	superfamily	271833	5	118	1.1089e-33	114.98	cl19078	REC superfamily	 - 	 - 
Q#28 - >154150881	multi-dom	225107	4	119	3.36952e-28	103.538	COG2197	CitB	C	 - 
Q#29 - >154151060	specific	238088	7	121	1.38818e-28	101.884	cd00156	REC	 - 	cl19078
Q#29 - >154151060	superfamily	271833	7	121	1.38818e-28	101.884	cl19078	REC superfamily	 - 	 - 
Q#29 - >154151060	multi-dom	225107	6	121	7.57303e-20	81.1961	COG2197	CitB	C	 - 
Q#30 - >154151352	specific	238088	12	138	1.65945e-26	97.6465	cd00156	REC	 - 	cl19078
Q#30 - >154151352	superfamily	271833	12	138	1.65945e-26	97.6465	cl19078	REC superfamily	 - 	 - 
Q#30 - >154151352	multi-dom	223816	11	129	1.96417e-23	91.9749	COG0745	OmpR	C	 - 
Q#31 - >154151355	specific	238088	6	121	8.12103e-19	76.4605	cd00156	REC	 - 	cl19078
Q#31 - >154151355	superfamily	271833	6	121	8.12103e-19	76.4605	cl19078	REC superfamily	 - 	 - 
Q#31 - >154151355	multi-dom	223816	3	132	1.12637e-18	78.1077	COG0745	OmpR	C	 - 
Q#32 - >154151631	specific	238088	8	126	2.76565e-20	80.3125	cd00156	REC	 - 	cl19078
Q#32 - >154151631	superfamily	271833	8	126	2.76565e-20	80.3125	cl19078	REC superfamily	 - 	 - 
Q#33 - >154151693	specific	238088	240	357	3.97509e-15	70.2973	cd00156	REC	 - 	cl19078
Q#33 - >154151693	superfamily	271833	240	357	3.97509e-15	70.2973	cl19078	REC superfamily	 - 	 - 
Q#33 - >154151693	specific	238088	21	128	2.24998e-05	42.1777	cd00156	REC	 - 	cl19078
Q#33 - >154151693	superfamily	271833	21	128	2.24998e-05	42.1777	cl19078	REC superfamily	 - 	 - 
Q#33 - >154151693	specific	119399	145	200	0.00611896	34.4956	cd00082	HisKA	 - 	cl00080
Q#33 - >154151693	superfamily	260177	145	200	0.00611896	34.4956	cl00080	HisKA superfamily	 - 	 - 
Q#33 - >154151693	multi-dom	223816	15	135	0.000145657	41.5137	COG0745	OmpR	C	 - 
Q#34 - >154150880	specific	238088	5	127	2.96403e-29	109.588	cd00156	REC	 - 	cl19078
Q#34 - >154150880	superfamily	271833	5	127	2.96403e-29	109.588	cl19078	REC superfamily	 - 	 - 
Q#34 - >154150880	specific	250544	151	339	3.81842e-49	164.965	pfam01339	CheB_methylest	 - 	cl03170
Q#34 - >154150880	superfamily	250544	151	339	3.81842e-49	164.965	cl03170	CheB_methylest superfamily	 - 	 - 
Q#34 - >154150880	multi-dom	234828	1	342	9.01443e-110	327.107	PRK00742	PRK00742	 - 	 - 
Q#35 - >154151040	specific	238088	8	121	1.01325e-26	102.654	cd00156	REC	 - 	cl19078
Q#35 - >154151040	superfamily	271833	8	121	1.01325e-26	102.654	cl19078	REC superfamily	 - 	 - 
Q#35 - >154151040	specific	238075	275	314	0.000306973	38.7683	cd00130	PAS	C	cl21578
Q#35 - >154151040	superfamily	271998	275	314	0.000306973	38.7683	cl21578	PAS superfamily	C	 - 
Q#35 - >154151040	specific	238075	144	225	0.000545952	37.998	cd00130	PAS	C	cl21578
Q#35 - >154151040	superfamily	271998	144	225	0.000545952	37.998	cl21578	PAS superfamily	C	 - 
Q#35 - >154151040	multi-dom	254806	142	242	1.0934e-11	60.8908	pfam08448	PAS_4	 - 	 - 
Q#35 - >154151040	multi-dom	257751	276	363	2.57115e-08	50.8447	pfam13426	PAS_9	 - 	 - 
Q#36 - >154151348	specific	238088	7	112	9.57066e-25	95.7205	cd00156	REC	 - 	cl19078
Q#36 - >154151348	superfamily	271833	7	112	9.57066e-25	95.7205	cl19078	REC superfamily	 - 	 - 
Q#36 - >154151348	specific	238075	148	250	2.79508e-06	44.1611	cd00130	PAS	 - 	cl21578
Q#36 - >154151348	superfamily	271998	148	250	2.79508e-06	44.1611	cl21578	PAS superfamily	 - 	 - 
Q#36 - >154151348	multi-dom	257751	148	250	0.000124691	39.2887	pfam13426	PAS_9	 - 	 - 
Q#37 - >154151349	specific	238088	7	120	6.53738e-27	105.736	cd00156	REC	 - 	cl19078
Q#37 - >154151349	superfamily	271833	7	120	6.53738e-27	105.736	cl19078	REC superfamily	 - 	 - 
Q#37 - >154151349	specific	238075	143	244	3.51008e-14	69.1991	cd00130	PAS	 - 	cl21578
Q#37 - >154151349	superfamily	271998	143	244	3.51008e-14	69.1991	cl21578	PAS superfamily	 - 	 - 
Q#37 - >154151349	specific	238075	413	514	1.39304e-07	49.9391	cd00130	PAS	 - 	cl21578
Q#37 - >154151349	superfamily	271998	413	514	1.39304e-07	49.9391	cl21578	PAS superfamily	 - 	 - 
Q#37 - >154151349	specific	238075	286	388	5.34526e-05	41.8499	cd00130	PAS	 - 	cl21578
Q#37 - >154151349	superfamily	271998	286	388	5.34526e-05	41.8499	cl21578	PAS superfamily	 - 	 - 
Q#37 - >154151349	multi-dom	272971	132	254	2.2683e-22	93.1244	TIGR00229	sensory_box	 - 	 - 
Q#37 - >154151349	multi-dom	225112	289	521	2.76949e-15	74.8856	COG2202	PAS	 - 	 - 
Q#38 - >154150508	specific	238088	203	319	1.27233e-25	99.9577	cd00156	REC	 - 	cl19078
Q#38 - >154150508	superfamily	271833	203	319	1.27233e-25	99.9577	cl19078	REC superfamily	 - 	 - 
Q#39 - >154151021	specific	238088	236	335	4.35244e-21	87.6313	cd00156	REC	 - 	cl19078
Q#39 - >154151021	superfamily	271833	236	335	4.35244e-21	87.6313	cl19078	REC superfamily	 - 	 - 
Q#40 - >154151031	specific	238088	5	118	8.39339e-28	106.121	cd00156	REC	 - 	cl19078
Q#40 - >154151031	superfamily	271833	5	118	8.39339e-28	106.121	cl19078	REC superfamily	 - 	 - 
Q#40 - >154151031	specific	224609	349	434	3.07831e-07	48.3403	COG1695	PadR	C	cl21459
Q#40 - >154151031	superfamily	277524	349	434	3.07831e-07	48.3403	cl21459	HTH superfamily	C	 - 
Q#41 - >154151477	specific	238088	5	119	1.16292e-26	99.5725	cd00156	REC	 - 	cl19078
Q#41 - >154151477	superfamily	271833	5	119	1.16292e-26	99.5725	cl19078	REC superfamily	 - 	 - 
Q#42 - >154150788	specific	238088	7	122	2.36351e-29	110.358	cd00156	REC	 - 	cl19078
Q#42 - >154150788	superfamily	271833	7	122	2.36351e-29	110.358	cl19078	REC superfamily	 - 	 - 
Q#42 - >154150788	specific	238075	163	251	4.96466e-09	53.4059	cd00130	PAS	 - 	cl21578
Q#42 - >154150788	superfamily	271998	163	251	4.96466e-09	53.4059	cl21578	PAS superfamily	 - 	 - 
Q#42 - >154150788	specific	257556	138	179	0.000599501	37.5896	pfam13188	PAS_8	C	cl21578
Q#42 - >154150788	superfamily	271998	138	179	0.000599501	37.5896	cl21578	PAS superfamily	C	 - 
Q#42 - >154150788	multi-dom	272971	136	257	7.76047e-19	81.5684	TIGR00229	sensory_box	 - 	 - 
Q#43 - >154151354	specific	238088	7	120	3.01737e-29	108.817	cd00156	REC	 - 	cl19078
Q#43 - >154151354	superfamily	271833	7	120	3.01737e-29	108.817	cl19078	REC superfamily	 - 	 - 
Q#43 - >154151354	specific	250726	188	309	0.00811059	34.8667	pfam01590	GAF	 - 	cl21515
Q#43 - >154151354	superfamily	271935	188	309	0.00811059	34.8667	cl21515	GAF superfamily	 - 	 - 
Q#44 - >154151476	specific	238088	6	120	4.96695e-26	98.4169	cd00156	REC	 - 	cl19078
Q#44 - >154151476	superfamily	271833	6	120	4.96695e-26	98.4169	cl19078	REC superfamily	 - 	 - 
Q#45 - >154151071	specific	238088	5	118	1.4593e-29	111.128	cd00156	REC	 - 	cl19078
Q#45 - >154151071	superfamily	271833	5	118	1.4593e-29	111.128	cl19078	REC superfamily	 - 	 - 
Q#45 - >154151071	specific	224609	353	442	2.10813e-05	42.9475	COG1695	PadR	C	cl21459
Q#45 - >154151071	superfamily	277524	353	442	2.10813e-05	42.9475	cl21459	HTH superfamily	C	 - 
Q#45 - >154151071	multi-dom	184052	1	147	7.49855e-17	77.014	PRK13435	PRK13435	 - 	 - 
Q#46 - >154151946	specific	238088	14	127	2.4469e-34	118.832	cd00156	REC	 - 	cl19078
Q#46 - >154151946	superfamily	271833	14	127	2.4469e-34	118.832	cl19078	REC superfamily	 - 	 - 
Q#47 - >154151489	specific	238088	7	121	6.5365e-23	93.0241	cd00156	REC	 - 	cl19078
Q#47 - >154151489	superfamily	271833	7	121	6.5365e-23	93.0241	cl19078	REC superfamily	 - 	 - 
Q#47 - >154151489	specific	238075	150	263	6.95672e-06	44.1611	cd00130	PAS	 - 	cl21578
Q#47 - >154151489	superfamily	271998	150	263	6.95672e-06	44.1611	cl21578	PAS superfamily	 - 	 - 
Q#47 - >154151489	specific	249923	342	373	2.0375e-05	42.0199	pfam00515	TPR_1	 - 	cl22897
Q#47 - >154151489	superfamily	277612	342	373	2.0375e-05	42.0199	cl22897	TPR_1 superfamily	 - 	 - 
Q#47 - >154151489	superfamily	276939	309	440	0.000132846	41.8545	cl23715	BamD superfamily	C	 - 
Q#47 - >154151489	multi-dom	257739	304	371	1.76495e-12	62.7163	pfam13414	TPR_11	 - 	 - 
Q#47 - >154151489	multi-dom	257751	150	264	8.25801e-12	61.6303	pfam13426	PAS_9	 - 	 - 
Q#47 - >154151489	multi-dom	257739	338	412	4.44033e-09	53.0863	pfam13414	TPR_11	 - 	 - 
Q#48 - >154150854	specific	238088	7	120	6.25356e-29	108.432	cd00156	REC	 - 	cl19078
Q#48 - >154150854	superfamily	271833	7	120	6.25356e-29	108.432	cl19078	REC superfamily	 - 	 - 
Q#48 - >154150854	multi-dom	254806	141	245	4.30485e-05	41.2456	pfam08448	PAS_4	 - 	 - 
Q#49 - >154151904	specific	238088	8	122	3.19935e-21	85.3201	cd00156	REC	 - 	cl19078
Q#49 - >154151904	superfamily	271833	8	122	3.19935e-21	85.3201	cl19078	REC superfamily	 - 	 - 
Q#50 - >154150338	specific	238088	5	121	1.42343e-22	92.2537	cd00156	REC	 - 	cl19078
Q#50 - >154150338	superfamily	271833	5	121	1.42343e-22	92.2537	cl19078	REC superfamily	 - 	 - 
Q#50 - >154150338	specific	238075	145	262	0.000480188	38.3831	cd00130	PAS	 - 	cl21578
Q#50 - >154150338	superfamily	271998	145	262	0.000480188	38.3831	cl21578	PAS superfamily	 - 	 - 
Q#50 - >154150338	specific	249923	312	336	1.95999e-05	42.0199	pfam00515	TPR_1	N	cl22897
Q#50 - >154150338	superfamily	277612	312	336	1.95999e-05	42.0199	cl22897	TPR_1 superfamily	N	 - 
Q#50 - >154150338	specific	249923	337	370	0.000236806	38.9383	pfam00515	TPR_1	 - 	cl22897
Q#50 - >154150338	superfamily	277612	337	370	0.000236806	38.9383	cl22897	TPR_1 superfamily	 - 	 - 
Q#50 - >154150338	specific	257756	400	433	0.00179562	36.0381	pfam13431	TPR_17	 - 	cl23636
Q#50 - >154150338	superfamily	257756	400	433	0.00179562	36.0381	cl23636	TPR_17 superfamily	 - 	 - 
Q#50 - >154150338	multi-dom	257757	311	371	2.01757e-11	59.6263	pfam13432	TPR_16	 - 	 - 
Q#50 - >154150338	multi-dom	257749	337	443	1.06291e-05	43.1346	pfam13424	TPR_12	 - 	 - 
Q#50 - >154150338	multi-dom	254806	145	263	1.57205e-05	43.1716	pfam08448	PAS_4	 - 	 - 
Q#51 - >154150901	specific	238088	7	117	1.19553e-23	94.1797	cd00156	REC	 - 	cl19078
Q#51 - >154150901	superfamily	271833	7	117	1.19553e-23	94.1797	cl19078	REC superfamily	 - 	 - 
Q#51 - >154150901	specific	238075	143	251	4.73685e-05	41.4647	cd00130	PAS	 - 	cl21578
Q#51 - >154150901	superfamily	271998	143	251	4.73685e-05	41.4647	cl21578	PAS superfamily	 - 	 - 
Q#51 - >154150901	specific	249923	339	370	8.67745e-08	48.5683	pfam00515	TPR_1	 - 	cl22897
Q#51 - >154150901	superfamily	277612	339	370	8.67745e-08	48.5683	cl22897	TPR_1 superfamily	 - 	 - 
Q#51 - >154150901	specific	257756	361	394	0.000292121	38.3493	pfam13431	TPR_17	 - 	cl23636
Q#51 - >154150901	superfamily	257756	361	394	0.000292121	38.3493	cl23636	TPR_17 superfamily	 - 	 - 
Q#51 - >154150901	specific	197478	308	338	0.00275369	35.5	smart00028	TPR	 - 	cl22897
Q#51 - >154150901	superfamily	277612	308	338	0.00275369	35.5	cl22897	TPR_1 superfamily	 - 	 - 
Q#51 - >154150901	multi-dom	257739	308	370	2.99741e-14	67.3386	pfam13414	TPR_11	 - 	 - 
Q#51 - >154150901	multi-dom	257751	146	251	2.58317e-06	45.0667	pfam13426	PAS_9	 - 	 - 
Q#51 - >154150901	multi-dom	183172	5	202	1.01814e-05	44.8894	PRK11517	PRK11517	 - 	 - 
Q#51 - >154150901	multi-dom	257749	340	402	7.27371e-09	52.3794	pfam13424	TPR_12	 - 	 - 
Q#52 - >154151239	specific	238088	5	104	2.38961e-23	89.5573	cd00156	REC	 - 	cl19078
Q#52 - >154151239	superfamily	271833	5	104	2.38961e-23	89.5573	cl19078	REC superfamily	 - 	 - 
Q#53 - >154151452	specific	238088	8	121	9.96913e-24	93.0241	cd00156	REC	 - 	cl19078
Q#53 - >154151452	superfamily	271833	8	121	9.96913e-24	93.0241	cl19078	REC superfamily	 - 	 - 
Q#53 - >154151452	specific	238075	147	251	0.00291427	35.3016	cd00130	PAS	 - 	cl21578
Q#53 - >154151452	superfamily	271998	147	251	0.00291427	35.3016	cl21578	PAS superfamily	 - 	 - 
Q#53 - >154151452	multi-dom	225107	6	140	1.8552e-17	77.3441	COG2197	CitB	C	 - 
Q#53 - >154151452	multi-dom	257751	147	245	3.46106e-09	52.3855	pfam13426	PAS_9	 - 	 - 
Q#54 - >154151151	specific	238088	350	462	6.44944e-25	98.8021	cd00156	REC	 - 	cl19078
Q#54 - >154151151	superfamily	271833	350	462	6.44944e-25	98.8021	cl19078	REC superfamily	 - 	 - 
Q#54 - >154151151	multi-dom	225107	348	462	8.43995e-18	81.1961	COG2197	CitB	C	 - 
Q#55 - >154151571	specific	238088	6	119	2.45957e-23	93.0241	cd00156	REC	 - 	cl19078
Q#55 - >154151571	superfamily	271833	6	119	2.45957e-23	93.0241	cl19078	REC superfamily	 - 	 - 
Q#55 - >154151571	superfamily	276939	165	227	0.00752897	36.0765	cl23715	BamD superfamily	C	 - 
Q#55 - >154151571	multi-dom	184052	5	140	1.02596e-12	64.6876	PRK13435	PRK13435	 - 	 - 
Q#55 - >154151571	multi-dom	257739	170	232	8.29372e-08	48.8491	pfam13414	TPR_11	 - 	 - 
Q#55 - >154151571	multi-dom	257739	267	334	0.00204684	36.1375	pfam13414	TPR_11	 - 	 - 
Q#56 - >154151875	specific	238088	222	336	1.19716e-24	96.4909	cd00156	REC	 - 	cl19078
Q#56 - >154151875	superfamily	271833	222	336	1.19716e-24	96.4909	cl19078	REC superfamily	 - 	 - 
Q#56 - >154151875	superfamily	150406	59	133	0.00483941	36.3881	cl21605	CortBP2 superfamily	N	 - 
Q#56 - >154151875	superfamily	253422	110	199	0.00553259	35.7454	cl19971	DUF848 superfamily	N	 - 
Q#56 - >154151875	multi-dom	223816	219	330	2.08973e-16	76.1817	COG0745	OmpR	C	 - 
Q#57 - >154151806	specific	238088	8	122	6.67253e-22	91.4833	cd00156	REC	 - 	cl19078
Q#57 - >154151806	superfamily	271833	8	122	6.67253e-22	91.4833	cl19078	REC superfamily	 - 	 - 
Q#57 - >154151806	specific	238075	149	249	2.29299e-05	43.0055	cd00130	PAS	 - 	cl21578
Q#57 - >154151806	superfamily	271998	149	249	2.29299e-05	43.0055	cl21578	PAS superfamily	 - 	 - 
Q#57 - >154151806	specific	214512	294	331	0.00133931	37.3786	smart00091	PAS	C	cl21578
Q#57 - >154151806	superfamily	271998	294	331	0.00133931	37.3786	cl21578	PAS superfamily	C	 - 
Q#57 - >154151806	multi-dom	225112	36	255	3.25608e-05	44.4548	COG2202	PAS	 - 	 - 
Q#57 - >154151806	multi-dom	257751	298	412	8.92012e-05	41.2147	pfam13426	PAS_9	 - 	 - 
Q#58 - >154150789	specific	238088	37	110	6.92492e-11	55.6597	cd00156	REC	C	cl19078
Q#58 - >154150789	superfamily	271833	37	110	6.92492e-11	55.6597	cl19078	REC superfamily	C	 - 
Q#58 - >154150789	multi-dom	223816	36	125	2.15808e-06	44.9805	COG0745	OmpR	C	 - 
Q#59 - >154151240	specific	238088	40	129	5.04949e-09	50.2669	cd00156	REC	C	cl19078
Q#59 - >154151240	superfamily	271833	40	129	5.04949e-09	50.2669	cl19078	REC superfamily	C	 - 
Q#59 - >154151240	multi-dom	223816	39	126	0.000417149	38.4321	COG0745	OmpR	C	 - 
Q#60 - >154151158	specific	238088	5	88	6.56802e-09	53.7337	cd00156	REC	C	cl19078
Q#60 - >154151158	superfamily	271833	5	88	6.56802e-09	53.7337	cl19078	REC superfamily	C	 - 
Q#60 - >154151158	specific	238075	282	385	1.99038e-08	52.2503	cd00130	PAS	 - 	cl21578
Q#60 - >154151158	superfamily	271998	282	385	1.99038e-08	52.2503	cl21578	PAS superfamily	 - 	 - 
Q#60 - >154151158	specific	238075	163	255	0.00075749	37.998	cd00130	PAS	 - 	cl21578
Q#60 - >154151158	superfamily	271998	163	255	0.00075749	37.998	cl21578	PAS superfamily	 - 	 - 
Q#60 - >154151158	specific	251307	425	553	9.93098e-26	102.135	pfam02457	DisA_N	 - 	cl10589
Q#60 - >154151158	superfamily	251307	425	553	9.93098e-26	102.135	cl10589	DisA_N superfamily	 - 	 - 
Q#60 - >154151158	multi-dom	225112	163	391	4.64197e-19	86.0564	COG2202	PAS	 - 	 - 
Q#61 - >154150430	specific	238088	29	138	1.69393e-12	65.6749	cd00156	REC	 - 	cl19078
