#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1C7E1D0B97CD93DE-3D8ECE98D50AF7B1
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:04:17	Run time	0:01:24:31
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#13 - >256008448	specific	252210	137	192	3.98733e-13	60.956	pfam03861	ANTAR	 - 	cl04297
Q#13 - >256008448	superfamily	262090	137	192	3.98733e-13	60.956	cl04297	ANTAR superfamily	 - 	 - 
Q#13 - >256008448	multi-dom	226230	1	192	5.69056e-46	152.487	COG3707	AmiR	 - 	 - 
Q#14 - >256007616	specific	238088	5	123	1.82891e-20	85.3201	cd00156	REC	 - 	cl19078
Q#14 - >256007616	superfamily	271833	5	123	1.82891e-20	85.3201	cl19078	REC superfamily	 - 	 - 
Q#14 - >256007616	specific	250544	207	390	4.32949e-38	136.46	pfam01339	CheB_methylest	 - 	cl03170
Q#14 - >256007616	superfamily	250544	207	390	4.32949e-38	136.46	cl03170	CheB_methylest superfamily	 - 	 - 
Q#14 - >256007616	multi-dom	234828	5	392	5.3952e-69	223.488	PRK00742	PRK00742	 - 	 - 
Q#15 - >256007908	specific	238088	6	121	2.76827e-21	85.7053	cd00156	REC	 - 	cl19078
Q#15 - >256007908	superfamily	271833	6	121	2.76827e-21	85.7053	cl19078	REC superfamily	 - 	 - 
Q#15 - >256007908	specific	150115	165	203	3.85256e-05	39.6848	pfam09339	HTH_IclR	 - 	cl21459
Q#15 - >256007908	superfamily	277524	165	203	3.85256e-05	39.6848	cl21459	HTH superfamily	 - 	 - 
Q#15 - >256007908	multi-dom	226931	3	221	1.1912e-65	204.793	COG4565	CitB	 - 	 - 
Q#16 - >117647934	specific	238088	34	140	6.01607e-22	85.7053	cd00156	REC	 - 	cl19078
Q#16 - >117647934	superfamily	271833	34	140	6.01607e-22	85.7053	cl19078	REC superfamily	 - 	 - 
Q#16 - >117647934	multi-dom	225107	31	145	3.71899e-24	93.9077	COG2197	CitB	C	 - 
Q#17 - >117648298	specific	238088	1	115	6.67429e-35	119.603	cd00156	REC	 - 	cl19078
Q#17 - >117648298	superfamily	271833	1	115	6.67429e-35	119.603	cl19078	REC superfamily	 - 	 - 
Q#18 - >117648636	superfamily	271833	18	131	1.96833e-05	39.4813	cl19078	REC superfamily	 - 	 - 
Q#18 - >117648636	multi-dom	223816	13	101	0.000606886	36.8913	COG0745	OmpR	C	 - 
Q#19 - >117649455	specific	238088	4	119	1.53832e-30	106.891	cd00156	REC	 - 	cl19078
Q#19 - >117649455	superfamily	271833	4	119	1.53832e-30	106.891	cl19078	REC superfamily	 - 	 - 
Q#20 - >117649457	specific	238088	23	137	1.91169e-25	94.1797	cd00156	REC	 - 	cl19078
Q#20 - >117649457	superfamily	271833	23	137	1.91169e-25	94.1797	cl19078	REC superfamily	 - 	 - 
Q#21 - >117647762	specific	238088	6	117	3.80139e-41	138.092	cd00156	REC	 - 	cl19078
Q#21 - >117647762	superfamily	271833	6	117	3.80139e-41	138.092	cl19078	REC superfamily	 - 	 - 
Q#21 - >117647762	specific	238225	132	226	4.01179e-39	132.188	cd00383	trans_reg_C	 - 	cl21459
Q#21 - >117647762	superfamily	277524	132	226	4.01179e-39	132.188	cl21459	HTH superfamily	 - 	 - 
Q#21 - >117647762	multi-dom	223816	5	228	4.44242e-94	277.641	COG0745	OmpR	 - 	 - 
Q#22 - >117648866	specific	238088	5	114	1.15058e-38	131.929	cd00156	REC	 - 	cl19078
Q#22 - >117648866	superfamily	271833	5	114	1.15058e-38	131.929	cl19078	REC superfamily	 - 	 - 
Q#22 - >117648866	specific	238225	132	222	7.39433e-31	111.002	cd00383	trans_reg_C	 - 	cl21459
Q#22 - >117648866	superfamily	277524	132	222	7.39433e-31	111.002	cl21459	HTH superfamily	 - 	 - 
Q#22 - >117648866	multi-dom	182522	1	223	9.40656e-83	249.336	PRK10529	PRK10529	 - 	 - 
Q#23 - >117649119	specific	238088	9	121	3.38423e-41	138.863	cd00156	REC	 - 	cl19078
Q#23 - >117649119	superfamily	271833	9	121	3.38423e-41	138.863	cl19078	REC superfamily	 - 	 - 
Q#23 - >117649119	specific	238225	132	224	5.8582e-36	124.484	cd00383	trans_reg_C	 - 	cl21459
Q#23 - >117649119	superfamily	277524	132	224	5.8582e-36	124.484	cl21459	HTH superfamily	 - 	 - 
Q#23 - >117649119	multi-dom	223816	7	227	1.64673e-89	266.855	COG0745	OmpR	 - 	 - 
Q#24 - >117649265	specific	238088	4	115	2.17772e-43	143.87	cd00156	REC	 - 	cl19078
Q#24 - >117649265	superfamily	271833	4	115	2.17772e-43	143.87	cl19078	REC superfamily	 - 	 - 
Q#24 - >117649265	specific	238225	129	222	1.94814e-36	125.254	cd00383	trans_reg_C	 - 	cl21459
Q#24 - >117649265	superfamily	277524	129	222	1.94814e-36	125.254	cl21459	HTH superfamily	 - 	 - 
Q#24 - >117649265	multi-dom	223816	1	224	3.90979e-91	270.322	COG0745	OmpR	 - 	 - 
Q#25 - >117649276	specific	238225	130	224	3.03732e-34	119.476	cd00383	trans_reg_C	 - 	cl21459
Q#25 - >117649276	superfamily	277524	130	224	3.03732e-34	119.476	cl21459	HTH superfamily	 - 	 - 
Q#25 - >117649276	specific	238088	7	118	1.32953e-30	110.743	cd00156	REC	 - 	cl19078
Q#25 - >117649276	superfamily	271833	7	118	1.32953e-30	110.743	cl19078	REC superfamily	 - 	 - 
Q#25 - >117649276	multi-dom	223816	4	227	1.44906e-74	227.95	COG0745	OmpR	 - 	 - 
Q#26 - >117649435	specific	238225	128	221	1.30445e-39	133.344	cd00383	trans_reg_C	 - 	cl21459
Q#26 - >117649435	superfamily	277524	128	221	1.30445e-39	133.344	cl21459	HTH superfamily	 - 	 - 
Q#26 - >117649435	specific	238088	6	110	3.65583e-35	122.299	cd00156	REC	 - 	cl19078
Q#26 - >117649435	superfamily	271833	6	110	3.65583e-35	122.299	cl19078	REC superfamily	 - 	 - 
Q#26 - >117649435	multi-dom	223816	4	221	1.57449e-82	247.981	COG0745	OmpR	 - 	 - 
Q#27 - >117649502	specific	238088	22	133	1.70334e-40	136.937	cd00156	REC	 - 	cl19078
Q#27 - >117649502	superfamily	271833	22	133	1.70334e-40	136.937	cl19078	REC superfamily	 - 	 - 
Q#27 - >117649502	specific	238225	147	241	9.04789e-39	131.803	cd00383	trans_reg_C	 - 	cl21459
Q#27 - >117649502	superfamily	277524	147	241	9.04789e-39	131.803	cl21459	HTH superfamily	 - 	 - 
Q#27 - >117649502	multi-dom	223816	19	245	7.92256e-89	264.929	COG0745	OmpR	 - 	 - 
Q#28 - >117647867	specific	238088	9	123	3.57854e-20	82.2385	cd00156	REC	 - 	cl19078
Q#28 - >117647867	superfamily	271833	9	123	3.57854e-20	82.2385	cl19078	REC superfamily	 - 	 - 
Q#28 - >117647867	specific	99777	145	201	8.75354e-12	57.1592	cd06170	LuxR_C_like	 - 	cl21459
Q#28 - >117647867	superfamily	277524	145	201	8.75354e-12	57.1592	cl21459	HTH superfamily	 - 	 - 
Q#28 - >117647867	multi-dom	225107	6	205	8.13845e-58	183.274	COG2197	CitB	 - 	 - 
Q#29 - >117648037	specific	99777	138	194	3.21563e-18	75.2636	cd06170	LuxR_C_like	 - 	cl21459
Q#29 - >117648037	superfamily	277524	138	194	3.21563e-18	75.2636	cl21459	HTH superfamily	 - 	 - 
Q#29 - >117648037	specific	238088	2	115	5.12562e-16	70.6825	cd00156	REC	 - 	cl19078
Q#29 - >117648037	superfamily	271833	2	115	5.12562e-16	70.6825	cl19078	REC superfamily	 - 	 - 
Q#29 - >117648037	multi-dom	225107	2	198	4.31696e-48	158.236	COG2197	CitB	 - 	 - 
Q#30 - >117648189	specific	238088	11	125	2.05233e-24	94.1797	cd00156	REC	 - 	cl19078
Q#30 - >117648189	superfamily	271833	11	125	2.05233e-24	94.1797	cl19078	REC superfamily	 - 	 - 
Q#30 - >117648189	specific	99777	159	215	1.55697e-17	73.7228	cd06170	LuxR_C_like	 - 	cl21459
Q#30 - >117648189	superfamily	277524	159	215	1.55697e-17	73.7228	cl21459	HTH superfamily	 - 	 - 
Q#30 - >117648189	multi-dom	225107	8	217	6.1096e-68	210.238	COG2197	CitB	 - 	 - 
Q#31 - >117648644	specific	238088	10	124	1.31098e-31	113.054	cd00156	REC	 - 	cl19078
Q#31 - >117648644	superfamily	271833	10	124	1.31098e-31	113.054	cl19078	REC superfamily	 - 	 - 
Q#31 - >117648644	specific	99777	150	206	3.4199e-21	83.738	cd06170	LuxR_C_like	 - 	cl21459
Q#31 - >117648644	superfamily	277524	150	206	3.4199e-21	83.738	cl21459	HTH superfamily	 - 	 - 
Q#31 - >117648644	multi-dom	225107	9	212	4.8546e-68	210.238	COG2197	CitB	 - 	 - 
Q#32 - >117649060	specific	238088	21	134	1.84715e-19	80.6977	cd00156	REC	 - 	cl19078
Q#32 - >117649060	superfamily	271833	21	134	1.84715e-19	80.6977	cl19078	REC superfamily	 - 	 - 
Q#32 - >117649060	specific	99777	164	220	7.61361e-19	77.1896	cd06170	LuxR_C_like	 - 	cl21459
Q#32 - >117649060	superfamily	277524	164	220	7.61361e-19	77.1896	cl21459	HTH superfamily	 - 	 - 
Q#32 - >117649060	multi-dom	225107	21	224	1.21483e-55	178.652	COG2197	CitB	 - 	 - 
Q#33 - >117649430	specific	238088	90	204	8.97579e-33	118.062	cd00156	REC	 - 	cl19078
Q#33 - >117649430	superfamily	271833	90	204	8.97579e-33	118.062	cl19078	REC superfamily	 - 	 - 
Q#33 - >117649430	specific	99777	240	296	1.66535e-22	88.3604	cd06170	LuxR_C_like	 - 	cl21459
Q#33 - >117649430	superfamily	277524	240	296	1.66535e-22	88.3604	cl21459	HTH superfamily	 - 	 - 
Q#33 - >117649430	multi-dom	225107	87	302	9.82744e-83	251.069	COG2197	CitB	 - 	 - 
Q#34 - >117648736	specific	238088	8	119	4.47677e-15	68.3713	cd00156	REC	 - 	cl19078
Q#34 - >117648736	superfamily	271833	8	119	4.47677e-15	68.3713	cl19078	REC superfamily	 - 	 - 
Q#34 - >117648736	specific	197918	143	237	7.2253e-31	111.128	smart00850	LytTR	 - 	cl04498
Q#34 - >117648736	superfamily	262178	143	237	7.2253e-31	111.128	cl04498	LytTR superfamily	 - 	 - 
Q#34 - >117648736	multi-dom	225818	5	238	1.46362e-50	167.538	COG3279	LytT	 - 	 - 
Q#35 - >117648751	specific	238088	58	166	1.46373e-32	116.136	cd00156	REC	 - 	cl19078
Q#35 - >117648751	superfamily	271833	58	166	1.46373e-32	116.136	cl19078	REC superfamily	 - 	 - 
Q#35 - >117648751	specific	252210	181	236	6.78468e-18	74.8232	pfam03861	ANTAR	 - 	cl04297
Q#35 - >117648751	superfamily	262090	181	236	6.78468e-18	74.8232	cl04297	ANTAR superfamily	 - 	 - 
Q#35 - >117648751	multi-dom	226230	57	236	5.88323e-61	192.548	COG3707	AmiR	 - 	 - 
Q#36 - >117648945	specific	238088	2	113	1.77982e-37	130.774	cd00156	REC	 - 	cl19078
Q#36 - >117648945	superfamily	271833	2	113	1.77982e-37	130.774	cl19078	REC superfamily	 - 	 - 
Q#36 - >117648945	specific	143635	127	292	4.16464e-24	95.7012	cd01949	GGDEF	 - 	cl11967
Q#36 - >117648945	superfamily	276010	127	292	4.16464e-24	95.7012	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#37 - >117649769	specific	238923	173	399	7.56277e-54	180.434	cd01948	EAL	 - 	cl00290
Q#37 - >117649769	superfamily	260330	173	399	7.56277e-54	180.434	cl00290	EAL superfamily	 - 	 - 
Q#37 - >117649769	specific	238088	19	134	1.56832e-32	119.218	cd00156	REC	 - 	cl19078
Q#37 - >117649769	superfamily	271833	19	134	1.56832e-32	119.218	cl19078	REC superfamily	 - 	 - 
Q#38 - >117647730	specific	238088	31	144	1.95077e-18	80.3125	cd00156	REC	 - 	cl19078
Q#38 - >117647730	superfamily	271833	31	144	1.95077e-18	80.3125	cl19078	REC superfamily	 - 	 - 
Q#38 - >117647730	specific	254114	210	404	2.25295e-34	127.022	pfam07228	SpoIIE	 - 	cl00120
Q#38 - >117647730	superfamily	260203	210	404	2.25295e-34	127.022	cl00120	PP2Cc superfamily	 - 	 - 
Q#38 - >117647730	multi-dom	237558	144	331	0.000827625	39.0288	PRK13920	PRK13920	 - 	 - 
Q#38 - >117647730	multi-dom	223816	28	151	1.40948e-15	74.6409	COG0745	OmpR	C	 - 
Q#39 - >117647894	specific	238088	15	91	6.23083e-13	64.5193	cd00156	REC	C	cl19078
Q#39 - >117647894	superfamily	271833	15	91	6.23083e-13	64.5193	cl19078	REC superfamily	C	 - 
Q#39 - >117647894	specific	250544	175	355	7.34528e-73	226.982	pfam01339	CheB_methylest	 - 	cl03170
Q#39 - >117647894	superfamily	250544	175	355	7.34528e-73	226.982	cl03170	CheB_methylest superfamily	 - 	 - 
Q#39 - >117647894	multi-dom	237135	14	357	2.01344e-88	272.525	PRK12555	PRK12555	 - 	 - 
Q#40 - >117649459	specific	238088	2	110	8.14657e-24	94.5649	cd00156	REC	 - 	cl19078
Q#40 - >117649459	superfamily	271833	2	110	8.14657e-24	94.5649	cl19078	REC superfamily	 - 	 - 
Q#40 - >117649459	specific	250544	153	333	1.33874e-74	231.605	pfam01339	CheB_methylest	 - 	cl03170
Q#40 - >117649459	superfamily	250544	153	333	1.33874e-74	231.605	cl03170	CheB_methylest superfamily	 - 	 - 
Q#40 - >117649459	multi-dom	234828	1	339	2.19727e-139	403.761	PRK00742	PRK00742	 - 	 - 
Q#41 - >117649544	specific	238088	6	119	2.72229e-30	111.899	cd00156	REC	 - 	cl19078
Q#41 - >117649544	superfamily	271833	6	119	2.72229e-30	111.899	cl19078	REC superfamily	 - 	 - 
Q#41 - >117649544	specific	257553	172	310	2.39688e-07	48.3583	pfam13185	GAF_2	 - 	cl21515
Q#41 - >117649544	superfamily	271935	172	310	2.39688e-07	48.3583	cl21515	GAF superfamily	 - 	 - 
Q#42 - >117648646	specific	239385	161	335	1.91533e-15	71.9956	cd03111	CpaE_like	 - 	cl21455
Q#42 - >117648646	superfamily	277521	161	335	1.91533e-15	71.9956	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#42 - >117648646	multi-dom	224113	161	396	7.36562e-21	90.2711	COG1192	BcsQ	 - 	 - 
Q#43 - >117649543	specific	238088	722	837	2.56576e-26	105.35	cd00156	REC	 - 	cl19078
Q#43 - >117649543	superfamily	271833	722	837	2.56576e-26	105.35	cl19078	REC superfamily	 - 	 - 
Q#43 - >117649543	specific	238030	422	558	1.53957e-21	91.169	cd00075	HATPase_c	 - 	cl00075
Q#43 - >117649543	superfamily	275468	422	558	1.53957e-21	91.169	cl00075	HATPase_c superfamily	 - 	 - 
Q#43 - >117649543	specific	238041	7	104	9.27728e-20	85.8961	cd00088	HPT	 - 	cl00086
Q#43 - >117649543	superfamily	260183	7	104	9.27728e-20	85.8961	cl00086	HPT superfamily	 - 	 - 
Q#43 - >117649543	superfamily	260304	562	690	6.39336e-19	84.5375	cl00256	CheW_like superfamily	 - 	 - 
Q#43 - >117649543	multi-dom	223716	6	700	8.40383e-133	415.576	COG0643	CheA	 - 	 - 
Q#43 - >117649543	multi-dom	223816	719	839	1.18268e-20	91.9749	COG0745	OmpR	C	 - 
Q#44 - >117649770	specific	238030	382	484	1.43289e-27	107.347	cd00075	HATPase_c	 - 	cl00075
Q#44 - >117649770	superfamily	275468	382	484	1.43289e-27	107.347	cl00075	HATPase_c superfamily	 - 	 - 
Q#44 - >117649770	specific	238088	513	628	6.82197e-15	71.8381	cd00156	REC	 - 	cl19078
Q#44 - >117649770	superfamily	271833	513	628	6.82197e-15	71.8381	cl19078	REC superfamily	 - 	 - 
Q#44 - >117649770	specific	119399	270	327	4.80929e-14	68.008	cd00082	HisKA	 - 	cl00080
Q#44 - >117649770	superfamily	260177	270	327	4.80929e-14	68.008	cl00080	HisKA superfamily	 - 	 - 
Q#44 - >117649770	specific	238075	140	243	1.46242e-09	55.7171	cd00130	PAS	 - 	cl21578
Q#44 - >117649770	superfamily	271998	140	243	1.46242e-09	55.7171	cl21578	PAS superfamily	 - 	 - 
Q#44 - >117649770	specific	238075	14	116	0.00553883	35.6868	cd00130	PAS	 - 	cl21578
Q#44 - >117649770	superfamily	271998	14	116	0.00553883	35.6868	cl21578	PAS superfamily	 - 	 - 
Q#44 - >117649770	multi-dom	274368	131	482	9.65211e-49	173.934	TIGR02966	phoR_proteo	 - 	 - 
Q#44 - >117649770	multi-dom	254806	12	121	9.03318e-09	53.572	pfam08448	PAS_4	 - 	 - 
Q#45 - >255919812	superfamily	271833	15	126	7.3202e-05	37.9405	cl19078	REC superfamily	 - 	 - 
Q#46 - >255920639	specific	238088	7	117	1.33658e-22	86.8609	cd00156	REC	 - 	cl19078
Q#46 - >255920639	superfamily	271833	7	117	1.33658e-22	86.8609	cl19078	REC superfamily	 - 	 - 
Q#47 - >255920746	specific	238088	4	119	5.39475e-33	113.054	cd00156	REC	 - 	cl19078
Q#47 - >255920746	superfamily	271833	4	119	5.39475e-33	113.054	cl19078	REC superfamily	 - 	 - 
Q#47 - >255920746	multi-dom	223816	1	119	6.97483e-24	92.3601	COG0745	OmpR	C	 - 
Q#48 - >255920748	specific	238088	4	111	7.16787e-24	89.9425	cd00156	REC	 - 	cl19078
Q#48 - >255920748	superfamily	271833	4	111	7.16787e-24	89.9425	cl19078	REC superfamily	 - 	 - 
Q#48 - >255920748	multi-dom	223816	1	111	5.99061e-18	76.1817	COG0745	OmpR	C	 - 
Q#49 - >255920792	specific	238088	12	122	9.91702e-16	68.3713	cd00156	REC	 - 	cl19078
Q#49 - >255920792	superfamily	271833	12	122	9.91702e-16	68.3713	cl19078	REC superfamily	 - 	 - 
Q#49 - >255920792	multi-dom	223816	11	120	6.09672e-15	67.3221	COG0745	OmpR	C	 - 
Q#50 - >255921323	specific	238088	14	132	7.61024e-20	79.5421	cd00156	REC	 - 	cl19078
Q#50 - >255921323	superfamily	271833	14	132	7.61024e-20	79.5421	cl19078	REC superfamily	 - 	 - 
Q#50 - >255921323	multi-dom	225107	13	131	1.69395e-16	72.3365	COG2197	CitB	C	 - 
Q#51 - >255922673	specific	238088	12	132	2.66325e-22	86.0905	cd00156	REC	 - 	cl19078
Q#51 - >255922673	superfamily	271833	12	132	2.66325e-22	86.0905	cl19078	REC superfamily	 - 	 - 
Q#52 - >255923346	specific	238088	11	133	9.22385e-26	95.3353	cd00156	REC	 - 	cl19078
Q#52 - >255923346	superfamily	271833	11	133	9.22385e-26	95.3353	cl19078	REC superfamily	 - 	 - 
Q#52 - >255923346	multi-dom	225107	8	133	2.96282e-18	77.3441	COG2197	CitB	C	 - 
Q#53 - >255922987	specific	238088	7	73	9.79092e-11	52.9633	cd00156	REC	C	cl19078
Q#53 - >255922987	superfamily	271833	7	73	9.79092e-11	52.9633	cl19078	REC superfamily	C	 - 
Q#53 - >255922987	multi-dom	225107	2	73	5.99788e-16	68.4845	COG2197	CitB	C	 - 
Q#54 - >255918835	specific	238088	10	122	1.4675e-37	128.848	cd00156	REC	 - 	cl19078
Q#54 - >255918835	superfamily	271833	10	122	1.4675e-37	128.848	cl19078	REC superfamily	 - 	 - 
Q#54 - >255918835	specific	238225	135	228	7.9796e-33	116.01	cd00383	trans_reg_C	 - 	cl21459
Q#54 - >255918835	superfamily	277524	135	228	7.9796e-33	116.01	cl21459	HTH superfamily	 - 	 - 
Q#54 - >255918835	multi-dom	223816	8	232	2.70325e-79	240.277	COG0745	OmpR	 - 	 - 
Q#55 - >255919064	specific	238088	4	103	3.70699e-38	130.388	cd00156	REC	 - 	cl19078
Q#55 - >255919064	superfamily	271833	4	103	3.70699e-38	130.388	cl19078	REC superfamily	 - 	 - 
Q#55 - >255919064	specific	238225	130	223	1.94788e-33	117.55	cd00383	trans_reg_C	 - 	cl21459
Q#55 - >255919064	superfamily	277524	130	223	1.94788e-33	117.55	cl21459	HTH superfamily	 - 	 - 
Q#55 - >255919064	multi-dom	223816	1	227	6.47068e-77	234.114	COG0745	OmpR	 - 	 - 
Q#56 - >255919204	specific	238088	8	120	5.29259e-35	122.299	cd00156	REC	 - 	cl19078
Q#56 - >255919204	superfamily	271833	8	120	5.29259e-35	122.299	cl19078	REC superfamily	 - 	 - 
Q#56 - >255919204	specific	238225	132	223	5.98164e-28	103.298	cd00383	trans_reg_C	 - 	cl21459
Q#56 - >255919204	superfamily	277524	132	223	5.98164e-28	103.298	cl21459	HTH superfamily	 - 	 - 
Q#56 - >255919204	multi-dom	223816	5	224	9.33273e-71	218.706	COG0745	OmpR	 - 	 - 
Q#57 - >255919294	specific	238088	11	122	2.30823e-29	107.276	cd00156	REC	 - 	cl19078
Q#57 - >255919294	superfamily	271833	11	122	2.30823e-29	107.276	cl19078	REC superfamily	 - 	 - 
Q#57 - >255919294	specific	238225	132	223	5.21455e-26	97.9052	cd00383	trans_reg_C	 - 	cl21459
Q#57 - >255919294	superfamily	277524	132	223	5.21455e-26	97.9052	cl21459	HTH superfamily	 - 	 - 
Q#57 - >255919294	multi-dom	223816	9	227	9.76533e-65	202.527	COG0745	OmpR	 - 	 - 
