#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2E4B66450ED2ABBB-1E882CDD8B7F3B8E
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:51:32	Run time	0:03:53:46
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#15 - >198247269	superfamily	277610	406	445	6.84109e-05	40.4798	cl22895	HTH_8 superfamily	 - 	 - 
Q#15 - >198247269	multi-dom	225114	8	455	0	530.732	COG2204	AtoC	 - 	 - 
Q#16 - >198247505	specific	99707	188	335	6.62348e-21	89.1275	cd00009	AAA	 - 	cl21455
Q#16 - >198247505	superfamily	277521	188	335	6.62348e-21	89.1275	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#16 - >198247505	specific	238088	17	124	1.55482e-08	52.1929	cd00156	REC	 - 	cl19078
Q#16 - >198247505	superfamily	271833	17	124	1.55482e-08	52.1929	cl19078	REC superfamily	 - 	 - 
Q#16 - >198247505	specific	251640	436	475	2.05268e-10	56.273	pfam02954	HTH_8	 - 	cl22895
Q#16 - >198247505	superfamily	277610	436	475	2.05268e-10	56.273	cl22895	HTH_8 superfamily	 - 	 - 
Q#16 - >198247505	multi-dom	225114	22	480	3.27058e-139	411.705	COG2204	AtoC	 - 	 - 
Q#17 - >198249120	specific	238088	6	117	1.54699e-35	128.077	cd00156	REC	 - 	cl19078
Q#17 - >198249120	superfamily	271833	6	117	1.54699e-35	128.077	cl19078	REC superfamily	 - 	 - 
Q#17 - >198249120	specific	99707	141	306	8.07717e-27	104.921	cd00009	AAA	 - 	cl21455
Q#17 - >198249120	superfamily	277521	141	306	8.07717e-27	104.921	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#17 - >198249120	specific	251640	421	462	2.01435e-10	56.273	pfam02954	HTH_8	 - 	cl22895
Q#17 - >198249120	superfamily	277610	421	462	2.01435e-10	56.273	cl22895	HTH_8 superfamily	 - 	 - 
Q#17 - >198249120	multi-dom	273818	4	462	0	814.358	TIGR01818	ntrC	 - 	 - 
Q#18 - >198249169	specific	238088	24	119	9.34384e-27	103.424	cd00156	REC	 - 	cl19078
Q#18 - >198249169	superfamily	271833	24	119	9.34384e-27	103.424	cl19078	REC superfamily	 - 	 - 
Q#18 - >198249169	specific	99707	146	302	5.50647e-24	97.2167	cd00009	AAA	 - 	cl21455
Q#18 - >198249169	superfamily	277521	146	302	5.50647e-24	97.2167	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#18 - >198249169	multi-dom	185070	22	448	0	565.233	PRK15115	PRK15115	 - 	 - 
Q#19 - >198249335	specific	238088	21	131	2.51122e-32	113.825	cd00156	REC	 - 	cl19078
Q#19 - >198249335	superfamily	271833	21	131	2.51122e-32	113.825	cl19078	REC superfamily	 - 	 - 
Q#19 - >198249335	specific	251640	148	187	2.36303e-09	50.1098	pfam02954	HTH_8	 - 	cl22895
Q#19 - >198249335	superfamily	277610	148	187	2.36303e-09	50.1098	cl22895	HTH_8 superfamily	 - 	 - 
Q#19 - >198249335	multi-dom	226933	16	190	1.39896e-68	209.586	COG4567	COG4567	 - 	 - 
Q#20 - >126642839	specific	238088	1	114	4.85835e-36	120.758	cd00156	REC	 - 	cl19078
Q#20 - >126642839	superfamily	271833	1	114	4.85835e-36	120.758	cl19078	REC superfamily	 - 	 - 
Q#20 - >126642839	multi-dom	223816	2	116	5.66951e-30	108.153	COG0745	OmpR	C	 - 
Q#21 - >126642838	specific	238088	1	82	4.1933e-20	78.3865	cd00156	REC	N	cl19078
Q#21 - >126642838	superfamily	271833	1	82	4.1933e-20	78.3865	cl19078	REC superfamily	N	 - 
Q#22 - >126643381	specific	238088	7	54	2.51812e-08	45.2593	cd00156	REC	C	cl19078
Q#22 - >126643381	superfamily	271833	7	54	2.51812e-08	45.2593	cl19078	REC superfamily	C	 - 
Q#23 - >126640806	specific	238225	78	172	2.15606e-36	123.328	cd00383	trans_reg_C	 - 	cl21459
Q#23 - >126640806	superfamily	277524	78	172	2.15606e-36	123.328	cl21459	HTH superfamily	 - 	 - 
Q#23 - >126640806	specific	238088	1	63	3.94556e-17	73.3789	cd00156	REC	N	cl19078
Q#23 - >126640806	superfamily	271833	1	63	3.94556e-17	73.3789	cl19078	REC superfamily	N	 - 
Q#24 - >126641798	specific	238088	1	91	3.0007e-28	103.81	cd00156	REC	 - 	cl19078
Q#24 - >126641798	superfamily	271833	1	91	3.0007e-28	103.81	cl19078	REC superfamily	 - 	 - 
Q#24 - >126641798	specific	238225	107	201	3.70003e-24	92.5124	cd00383	trans_reg_C	 - 	cl21459
Q#24 - >126641798	superfamily	277524	107	201	3.70003e-24	92.5124	cl21459	HTH superfamily	 - 	 - 
Q#24 - >126641798	multi-dom	223816	3	204	1.50671e-64	201.757	COG0745	OmpR	 - 	 - 
Q#25 - >126642182	specific	238225	83	174	1.90046e-27	100.216	cd00383	trans_reg_C	 - 	cl21459
Q#25 - >126642182	superfamily	277524	83	174	1.90046e-27	100.216	cl21459	HTH superfamily	 - 	 - 
Q#25 - >126642182	specific	238088	1	68	2.16492e-19	79.5421	cd00156	REC	N	cl19078
Q#25 - >126642182	superfamily	271833	1	68	2.16492e-19	79.5421	cl19078	REC superfamily	N	 - 
Q#25 - >126642182	multi-dom	223816	1	177	6.37743e-59	185.964	COG0745	OmpR	N	 - 
Q#26 - >126642329	specific	238225	53	142	9.20555e-32	110.232	cd00383	trans_reg_C	 - 	cl21459
Q#26 - >126642329	superfamily	277524	53	142	9.20555e-32	110.232	cl21459	HTH superfamily	 - 	 - 
Q#26 - >126642329	specific	238088	2	42	2.71702e-12	59.1265	cd00156	REC	N	cl19078
Q#26 - >126642329	superfamily	271833	2	42	2.71702e-12	59.1265	cl19078	REC superfamily	N	 - 
Q#26 - >126642329	multi-dom	223816	2	142	7.37002e-53	169.015	COG0745	OmpR	N	 - 
Q#27 - >126642782	specific	238225	76	165	1.7967e-31	110.232	cd00383	trans_reg_C	 - 	cl21459
Q#27 - >126642782	superfamily	277524	76	165	1.7967e-31	110.232	cl21459	HTH superfamily	 - 	 - 
Q#27 - >126642782	specific	238088	2	60	8.82393e-17	72.2233	cd00156	REC	N	cl19078
Q#27 - >126642782	superfamily	271833	2	60	8.82393e-17	72.2233	cl19078	REC superfamily	N	 - 
Q#27 - >126642782	multi-dom	223816	2	165	7.15139e-60	187.89	COG0745	OmpR	N	 - 
Q#28 - >126642907	specific	238225	102	194	2.20952e-32	113.698	cd00383	trans_reg_C	 - 	cl21459
Q#28 - >126642907	superfamily	277524	102	194	2.20952e-32	113.698	cl21459	HTH superfamily	 - 	 - 
Q#28 - >126642907	specific	238088	2	87	1.5814e-28	104.195	cd00156	REC	N	cl19078
Q#28 - >126642907	superfamily	271833	2	87	1.5814e-28	104.195	cl19078	REC superfamily	N	 - 
Q#29 - >126642960	specific	238225	76	169	1.77115e-31	110.617	cd00383	trans_reg_C	 - 	cl21459
Q#29 - >126642960	superfamily	277524	76	169	1.77115e-31	110.617	cl21459	HTH superfamily	 - 	 - 
Q#29 - >126642960	specific	238088	1	64	1.71056e-19	79.5421	cd00156	REC	N	cl19078
Q#29 - >126642960	superfamily	271833	1	64	1.71056e-19	79.5421	cl19078	REC superfamily	N	 - 
Q#30 - >126643237	specific	238225	99	193	2.42616e-34	118.706	cd00383	trans_reg_C	 - 	cl21459
Q#30 - >126643237	superfamily	277524	99	193	2.42616e-34	118.706	cl21459	HTH superfamily	 - 	 - 
Q#30 - >126643237	specific	238088	3	81	3.22818e-31	111.514	cd00156	REC	N	cl19078
Q#30 - >126643237	superfamily	271833	3	81	3.22818e-31	111.514	cl19078	REC superfamily	N	 - 
Q#31 - >126643382	specific	238225	52	145	8.23132e-33	113.313	cd00383	trans_reg_C	 - 	cl21459
Q#31 - >126643382	superfamily	277524	52	145	8.23132e-33	113.313	cl21459	HTH superfamily	 - 	 - 
Q#31 - >126643382	specific	238088	1	40	2.2953e-12	59.5117	cd00156	REC	N	cl19078
Q#31 - >126643382	superfamily	271833	1	40	2.2953e-12	59.5117	cl19078	REC superfamily	N	 - 
Q#32 - >126640329	specific	238088	1	100	9.53599e-24	91.4833	cd00156	REC	 - 	cl19078
Q#32 - >126640329	superfamily	271833	1	100	9.53599e-24	91.4833	cl19078	REC superfamily	 - 	 - 
Q#32 - >126640329	specific	99777	130	186	5.51518e-14	63.3224	cd06170	LuxR_C_like	 - 	cl21459
Q#32 - >126640329	superfamily	277524	130	186	5.51518e-14	63.3224	cl21459	HTH superfamily	 - 	 - 
Q#32 - >126640329	multi-dom	225107	1	192	2.05623e-60	189.437	COG2197	CitB	 - 	 - 
Q#33 - >126641440	specific	238088	2	72	9.76097e-21	84.5497	cd00156	REC	N	cl19078
Q#33 - >126641440	superfamily	271833	2	72	9.76097e-21	84.5497	cl19078	REC superfamily	N	 - 
Q#33 - >126641440	specific	99777	195	251	1.44324e-16	71.4116	cd06170	LuxR_C_like	 - 	cl21459
Q#33 - >126641440	superfamily	277524	195	251	1.44324e-16	71.4116	cl21459	HTH superfamily	 - 	 - 
Q#34 - >126643311	specific	238088	6	78	2.79048e-20	81.8533	cd00156	REC	N	cl19078
Q#34 - >126643311	superfamily	271833	6	78	2.79048e-20	81.8533	cl19078	REC superfamily	N	 - 
Q#34 - >126643311	specific	99777	111	162	3.30469e-17	72.182	cd06170	LuxR_C_like	 - 	cl21459
Q#34 - >126643311	superfamily	277524	111	162	3.30469e-17	72.182	cl21459	HTH superfamily	 - 	 - 
Q#34 - >126643311	multi-dom	225107	5	162	2.3724e-53	170.948	COG2197	CitB	N	 - 
Q#35 - >126642023	specific	238088	1	105	1.10905e-31	117.292	cd00156	REC	 - 	cl19078
Q#35 - >126642023	superfamily	271833	1	105	1.10905e-31	117.292	cl19078	REC superfamily	 - 	 - 
Q#35 - >126642023	specific	99707	129	298	1.20992e-25	102.224	cd00009	AAA	 - 	cl21455
Q#35 - >126642023	superfamily	277521	129	298	1.20992e-25	102.224	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#35 - >126642023	specific	251640	424	463	5.86809e-11	57.8138	pfam02954	HTH_8	 - 	cl22895
Q#35 - >126642023	superfamily	277610	424	463	5.86809e-11	57.8138	cl22895	HTH_8 superfamily	 - 	 - 
Q#35 - >126642023	multi-dom	273818	1	463	0	725.762	TIGR01818	ntrC	 - 	 - 
Q#36 - >126640354	specific	238088	4	92	2.7039e-25	96.4909	cd00156	REC	 - 	cl19078
Q#36 - >126640354	superfamily	271833	4	92	2.7039e-25	96.4909	cl19078	REC superfamily	 - 	 - 
Q#36 - >126640354	specific	197918	125	220	1.57129e-25	96.4905	smart00850	LytTR	 - 	cl04498
Q#36 - >126640354	superfamily	262178	125	220	1.57129e-25	96.4905	cl04498	LytTR superfamily	 - 	 - 
Q#36 - >126640354	multi-dom	225818	1	224	9.37048e-52	169.464	COG3279	LytT	 - 	 - 
Q#37 - >126642051	specific	252210	73	128	1.20909e-16	69.8156	pfam03861	ANTAR	 - 	cl04297
Q#37 - >126642051	superfamily	262090	73	128	1.20909e-16	69.8156	cl04297	ANTAR superfamily	 - 	 - 
Q#37 - >126642051	superfamily	271833	1	58	0.0013748	34.8572	cl19078	REC superfamily	N	 - 
Q#38 - >126640327	specific	238088	1	101	1.96582e-26	97.2613	cd00156	REC	 - 	cl19078
Q#38 - >126640327	superfamily	271833	1	101	1.96582e-26	97.2613	cl19078	REC superfamily	 - 	 - 
Q#39 - >126640645	specific	238088	637	760	1.21875e-27	109.202	cd00156	REC	 - 	cl19078
Q#39 - >126640645	superfamily	271833	637	760	1.21875e-27	109.202	cl19078	REC superfamily	 - 	 - 
Q#39 - >126640645	specific	238030	378	489	1.41116e-26	105.807	cd00075	HATPase_c	 - 	cl00075
Q#39 - >126640645	superfamily	275468	378	489	1.41116e-26	105.807	cl00075	HATPase_c superfamily	 - 	 - 
Q#39 - >126640645	specific	119399	258	322	1.6145e-16	75.712	cd00082	HisKA	 - 	cl00080
Q#39 - >126640645	superfamily	260177	258	322	1.6145e-16	75.712	cl00080	HisKA superfamily	 - 	 - 
Q#39 - >126640645	specific	225108	783	854	6.4071e-09	54.7592	COG2198	HPtr	C	cl00086
Q#39 - >126640645	superfamily	260183	783	854	6.4071e-09	54.7592	cl00086	HPT superfamily	C	 - 
Q#40 - >126641439	specific	238030	736	838	5.2141e-22	93.095	cd00075	HATPase_c	 - 	cl00075
Q#40 - >126641439	superfamily	275468	736	838	5.2141e-22	93.095	cl00075	HATPase_c superfamily	 - 	 - 
Q#40 - >126641439	specific	238088	868	977	3.97882e-21	90.7129	cd00156	REC	 - 	cl19078
Q#40 - >126641439	superfamily	271833	868	977	3.97882e-21	90.7129	cl19078	REC superfamily	 - 	 - 
Q#40 - >126641439	specific	119399	616	680	5.34917e-16	74.5564	cd00082	HisKA	 - 	cl00080
Q#40 - >126641439	superfamily	260177	616	680	5.34917e-16	74.5564	cl00080	HisKA superfamily	 - 	 - 
Q#40 - >126641439	superfamily	275586	3	419	2.14192e-12	69.2614	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#40 - >126641439	multi-dom	223715	520	838	3.75846e-50	181.491	COG0642	BaeS	 - 	 - 
Q#40 - >126641439	multi-dom	223816	865	977	5.14036e-15	75.0261	COG0745	OmpR	C	 - 
Q#41 - >126642835	specific	238088	1335	1449	1.71212e-33	126.922	cd00156	REC	 - 	cl19078
Q#41 - >126642835	superfamily	271833	1335	1449	1.71212e-33	126.922	cl19078	REC superfamily	 - 	 - 
Q#41 - >126642835	specific	238030	1028	1164	5.17693e-18	81.9242	cd00075	HATPase_c	 - 	cl00075
Q#41 - >126642835	superfamily	275468	1028	1164	5.17693e-18	81.9242	cl00075	HATPase_c superfamily	 - 	 - 
Q#41 - >126642835	specific	238041	684	749	8.84076e-10	57.7766	cd00088	HPT	C	cl00086
Q#41 - >126642835	superfamily	260183	684	749	8.84076e-10	57.7766	cl00086	HPT superfamily	C	 - 
Q#41 - >126642835	specific	238041	153	235	3.71035e-07	49.6874	cd00088	HPT	 - 	cl00086
Q#41 - >126642835	superfamily	260183	153	235	3.71035e-07	49.6874	cl00086	HPT superfamily	 - 	 - 
Q#41 - >126642835	specific	238041	473	571	1.65706e-05	44.6798	cd00088	HPT	 - 	cl00086
Q#41 - >126642835	superfamily	260183	473	571	1.65706e-05	44.6798	cl00086	HPT superfamily	 - 	 - 
Q#41 - >126642835	superfamily	260304	1168	1301	5.99911e-26	106.109	cl00256	CheW_like superfamily	 - 	 - 
Q#41 - >126642835	superfamily	260183	1	58	0.000277355	40.8278	cl00086	HPT superfamily	N	 - 
Q#41 - >126642835	specific	251602	845	900	0.00137883	38.7075	pfam02895	H-kinase_dim	 - 	cl03767
Q#41 - >126642835	superfamily	251602	845	900	0.00137883	38.7075	cl03767	H-kinase_dim superfamily	 - 	 - 
Q#41 - >126642835	multi-dom	223716	473	1314	2.37237e-135	436.762	COG0643	CheA	 - 	 - 
Q#41 - >126642835	multi-dom	223816	1334	1449	2.34985e-24	103.916	COG0745	OmpR	C	 - 
Q#42 - >126643309	specific	271357	3	478	5.85242e-49	181.599	cd10322	SLC5sbd	 - 	cl00456
Q#42 - >126643309	superfamily	275586	3	478	5.85242e-49	181.599	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#42 - >126643309	specific	238030	882	987	4.34386e-22	93.4802	cd00075	HATPase_c	 - 	cl00075
Q#42 - >126643309	superfamily	275468	882	987	4.34386e-22	93.4802	cl00075	HATPase_c superfamily	 - 	 - 
Q#42 - >126643309	specific	238088	1013	1117	1.6463e-10	59.8969	cd00156	REC	 - 	cl19078
Q#42 - >126643309	superfamily	271833	1013	1117	1.6463e-10	59.8969	cl19078	REC superfamily	 - 	 - 
Q#42 - >126643309	specific	119399	766	829	1.20789e-07	50.2888	cd00082	HisKA	 - 	cl00080
Q#42 - >126643309	superfamily	260177	766	829	1.20789e-07	50.2888	cl00080	HisKA superfamily	 - 	 - 
Q#42 - >126643309	specific	238075	624	727	0.00367277	37.2276	cd00130	PAS	 - 	cl21578
Q#42 - >126643309	superfamily	271998	624	727	0.00367277	37.2276	cl21578	PAS superfamily	 - 	 - 
Q#42 - >126643309	multi-dom	257355	621	735	7.06105e-55	187.315	pfam12860	PAS_7	 - 	 - 
Q#43 - >49529977	specific	238088	11	124	2.65774e-36	121.914	cd00156	REC	 - 	cl19078
Q#43 - >49529977	superfamily	271833	11	124	2.65774e-36	121.914	cl19078	REC superfamily	 - 	 - 
Q#43 - >49529977	multi-dom	223816	9	126	5.19136e-33	116.628	COG0745	OmpR	C	 - 
Q#44 - >49529978	specific	238088	5	119	1.61058e-34	117.292	cd00156	REC	 - 	cl19078
Q#44 - >49529978	superfamily	271833	5	119	1.61058e-34	117.292	cl19078	REC superfamily	 - 	 - 
Q#45 - >49531320	specific	238088	4	116	1.42667e-34	120.758	cd00156	REC	 - 	cl19078
Q#45 - >49531320	superfamily	271833	4	116	1.42667e-34	120.758	cl19078	REC superfamily	 - 	 - 
Q#45 - >49531320	specific	238225	127	216	7.38982e-29	105.224	cd00383	trans_reg_C	 - 	cl21459
Q#45 - >49531320	superfamily	277524	127	216	7.38982e-29	105.224	cl21459	HTH superfamily	 - 	 - 
Q#45 - >49531320	multi-dom	223816	1	218	9.68114e-74	225.254	COG0745	OmpR	 - 	 - 
Q#46 - >49530575	specific	238088	5	119	1.24731e-31	113.054	cd00156	REC	 - 	cl19078
Q#46 - >49530575	superfamily	271833	5	119	1.24731e-31	113.054	cl19078	REC superfamily	 - 	 - 
Q#46 - >49530575	specific	238225	132	220	1.66497e-27	101.757	cd00383	trans_reg_C	 - 	cl21459
Q#46 - >49530575	superfamily	277524	132	220	1.66497e-27	101.757	cl21459	HTH superfamily	 - 	 - 
Q#46 - >49530575	multi-dom	223816	3	225	5.19099e-74	226.41	COG0745	OmpR	 - 	 - 
Q#47 - >49531961	specific	238088	5	116	1.45796e-35	123.455	cd00156	REC	 - 	cl19078
Q#47 - >49531961	superfamily	271833	5	116	1.45796e-35	123.455	cl19078	REC superfamily	 - 	 - 
Q#47 - >49531961	specific	238225	133	222	1.8355e-30	109.461	cd00383	trans_reg_C	 - 	cl21459
Q#47 - >49531961	superfamily	277524	133	222	1.8355e-30	109.461	cl21459	HTH superfamily	 - 	 - 
Q#47 - >49531961	multi-dom	223816	3	222	1.10245e-81	246.055	COG0745	OmpR	 - 	 - 
Q#48 - >49530768	specific	238088	7	120	1.93615e-37	128.462	cd00156	REC	 - 	cl19078
Q#48 - >49530768	superfamily	271833	7	120	1.93615e-37	128.462	cl19078	REC superfamily	 - 	 - 
Q#48 - >49530768	specific	238225	132	221	8.15078e-25	94.8236	cd00383	trans_reg_C	 - 	cl21459
Q#48 - >49530768	superfamily	277524	132	221	8.15078e-25	94.8236	cl21459	HTH superfamily	 - 	 - 
Q#48 - >49530768	multi-dom	223816	6	221	2.56491e-73	224.869	COG0745	OmpR	 - 	 - 
Q#49 - >49529836	specific	238088	5	116	6.88134e-37	126.922	cd00156	REC	 - 	cl19078
Q#49 - >49529836	superfamily	271833	5	116	6.88134e-37	126.922	cl19078	REC superfamily	 - 	 - 
Q#49 - >49529836	specific	238225	131	223	8.73536e-31	110.617	cd00383	trans_reg_C	 - 	cl21459
Q#49 - >49529836	superfamily	277524	131	223	8.73536e-31	110.617	cl21459	HTH superfamily	 - 	 - 
Q#49 - >49529836	multi-dom	182665	4	224	2.45416e-85	255.765	PRK10710	PRK10710	 - 	 - 
Q#50 - >49532487	specific	238088	7	122	8.59087e-38	129.618	cd00156	REC	 - 	cl19078
Q#50 - >49532487	superfamily	271833	7	122	8.59087e-38	129.618	cl19078	REC superfamily	 - 	 - 
Q#50 - >49532487	specific	238225	134	227	2.50246e-32	114.854	cd00383	trans_reg_C	 - 	cl21459
Q#50 - >49532487	superfamily	277524	134	227	2.50246e-32	114.854	cl21459	HTH superfamily	 - 	 - 
Q#50 - >49532487	multi-dom	131209	5	228	1.00986e-124	355.868	TIGR02154	PhoB	 - 	 - 
Q#51 - >49531971	specific	238088	12	120	6.19181e-37	127.307	cd00156	REC	 - 	cl19078
