#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-F4DEE36978FDE04-39C4DC92B536F31D
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:51:07	Run time	0:01:52:00
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#19 - >283952518	superfamily	271833	4	115	1.1451e-36	126.536	cl19078	REC superfamily	 - 	 - 
Q#19 - >283952518	specific	214866	147	209	3.21602e-14	64.881	smart00862	Trans_reg_C	 - 	cl21459
Q#19 - >283952518	superfamily	277524	147	209	3.21602e-14	64.881	cl21459	HTH superfamily	 - 	 - 
Q#19 - >283952518	multi-dom	223816	1	206	2.89177e-62	196.364	COG0745	OmpR	 - 	 - 
Q#20 - >283952417	specific	238088	5	118	1.66832e-20	83.0089	cd00156	REC	 - 	cl19078
Q#20 - >283952417	superfamily	271833	5	118	1.66832e-20	83.0089	cl19078	REC superfamily	 - 	 - 
Q#20 - >283952417	specific	99777	142	198	1.04308e-13	62.552	cd06170	LuxR_C_like	 - 	cl21459
Q#20 - >283952417	superfamily	277524	142	198	1.04308e-13	62.552	cl21459	HTH superfamily	 - 	 - 
Q#20 - >283952417	multi-dom	225107	2	201	4.61736e-51	165.94	COG2197	CitB	 - 	 - 
Q#21 - >283951640	specific	238088	6	122	5.52805e-22	87.6313	cd00156	REC	 - 	cl19078
Q#21 - >283951640	superfamily	271833	6	122	5.52805e-22	87.6313	cl19078	REC superfamily	 - 	 - 
Q#21 - >283951640	specific	197918	140	233	6.3985e-10	53.7334	smart00850	LytTR	 - 	cl04498
Q#21 - >283951640	superfamily	262178	140	233	6.3985e-10	53.7334	cl04498	LytTR superfamily	 - 	 - 
Q#21 - >283951640	multi-dom	225818	1	234	4.98515e-36	129.018	COG3279	LytT	 - 	 - 
Q#22 - >283952745	specific	238088	7	117	7.00833e-17	75.3049	cd00156	REC	 - 	cl19078
Q#22 - >283952745	superfamily	271833	7	117	7.00833e-17	75.3049	cl19078	REC superfamily	 - 	 - 
Q#22 - >283952745	specific	239385	128	170	4.51112e-12	61.9804	cd03111	CpaE_like	C	cl21455
Q#22 - >283952745	superfamily	277521	128	170	4.51112e-12	61.9804	cl21455	P-loop_NTPase superfamily	C	 - 
Q#22 - >283952745	multi-dom	223531	126	364	6.59169e-17	78.0843	COG0455	FlhG	 - 	 - 
Q#22 - >283952745	multi-dom	225107	3	119	6.88013e-13	65.7881	COG2197	CitB	C	 - 
Q#23 - >257478112	specific	238088	5	118	7.9893e-37	123.07	cd00156	REC	 - 	cl19078
Q#23 - >257478112	superfamily	271833	5	118	7.9893e-37	123.07	cl19078	REC superfamily	 - 	 - 
Q#24 - >257479469	specific	238088	6	118	1.46717e-37	124.996	cd00156	REC	 - 	cl19078
Q#24 - >257479469	superfamily	271833	6	118	1.46717e-37	124.996	cl19078	REC superfamily	 - 	 - 
Q#25 - >257476789	specific	238088	5	116	1.95655e-40	136.166	cd00156	REC	 - 	cl19078
Q#25 - >257476789	superfamily	271833	5	116	1.95655e-40	136.166	cl19078	REC superfamily	 - 	 - 
Q#25 - >257476789	specific	238225	132	220	1.78291e-31	112.158	cd00383	trans_reg_C	 - 	cl21459
Q#25 - >257476789	superfamily	277524	132	220	1.78291e-31	112.158	cl21459	HTH superfamily	 - 	 - 
Q#25 - >257476789	multi-dom	223816	4	224	2.6393e-76	232.188	COG0745	OmpR	 - 	 - 
Q#26 - >257476992	specific	238088	7	118	4.13823e-39	133.085	cd00156	REC	 - 	cl19078
Q#26 - >257476992	superfamily	271833	7	118	4.13823e-39	133.085	cl19078	REC superfamily	 - 	 - 
Q#26 - >257476992	specific	238225	130	225	3.23427e-34	119.476	cd00383	trans_reg_C	 - 	cl21459
Q#26 - >257476992	superfamily	277524	130	225	3.23427e-34	119.476	cl21459	HTH superfamily	 - 	 - 
Q#26 - >257476992	multi-dom	182522	6	224	3.12954e-89	265.514	PRK10529	PRK10529	 - 	 - 
Q#27 - >257477821	specific	238225	134	228	6.45708e-37	126.795	cd00383	trans_reg_C	 - 	cl21459
Q#27 - >257477821	superfamily	277524	134	228	6.45708e-37	126.795	cl21459	HTH superfamily	 - 	 - 
Q#27 - >257477821	specific	238088	8	119	2.68283e-36	125.766	cd00156	REC	 - 	cl19078
Q#27 - >257477821	superfamily	271833	8	119	2.68283e-36	125.766	cl19078	REC superfamily	 - 	 - 
Q#27 - >257477821	multi-dom	223816	7	232	7.79173e-85	254.529	COG0745	OmpR	 - 	 - 
Q#28 - >257478421	specific	238088	7	118	1.11229e-44	147.337	cd00156	REC	 - 	cl19078
Q#28 - >257478421	superfamily	271833	7	118	1.11229e-44	147.337	cl19078	REC superfamily	 - 	 - 
Q#28 - >257478421	specific	238225	134	229	1.62134e-39	133.344	cd00383	trans_reg_C	 - 	cl21459
Q#28 - >257478421	superfamily	277524	134	229	1.62134e-39	133.344	cl21459	HTH superfamily	 - 	 - 
Q#28 - >257478421	multi-dom	223816	5	230	1.10877e-93	276.871	COG0745	OmpR	 - 	 - 
Q#29 - >257478663	specific	238088	4	108	1.02936e-32	116.136	cd00156	REC	 - 	cl19078
Q#29 - >257478663	superfamily	271833	4	108	1.02936e-32	116.136	cl19078	REC superfamily	 - 	 - 
Q#29 - >257478663	specific	238225	128	221	5.29125e-30	108.306	cd00383	trans_reg_C	 - 	cl21459
Q#29 - >257478663	superfamily	277524	128	221	5.29125e-30	108.306	cl21459	HTH superfamily	 - 	 - 
Q#29 - >257478663	multi-dom	223816	1	224	1.01822e-69	215.239	COG0745	OmpR	 - 	 - 
Q#30 - >257478954	specific	238225	128	221	1.36214e-39	133.344	cd00383	trans_reg_C	 - 	cl21459
Q#30 - >257478954	superfamily	277524	128	221	1.36214e-39	133.344	cl21459	HTH superfamily	 - 	 - 
Q#30 - >257478954	specific	238088	4	115	2.46879e-37	128.077	cd00156	REC	 - 	cl19078
Q#30 - >257478954	superfamily	271833	4	115	2.46879e-37	128.077	cl19078	REC superfamily	 - 	 - 
Q#30 - >257478954	multi-dom	223816	1	225	3.00777e-89	265.7	COG0745	OmpR	 - 	 - 
Q#31 - >257478958	specific	238088	4	107	3.18139e-37	127.692	cd00156	REC	 - 	cl19078
Q#31 - >257478958	superfamily	271833	4	107	3.18139e-37	127.692	cl19078	REC superfamily	 - 	 - 
Q#31 - >257478958	specific	238225	125	216	1.03132e-34	120.632	cd00383	trans_reg_C	 - 	cl21459
Q#31 - >257478958	superfamily	277524	125	216	1.03132e-34	120.632	cl21459	HTH superfamily	 - 	 - 
Q#31 - >257478958	multi-dom	223816	1	220	2.62438e-77	234.499	COG0745	OmpR	 - 	 - 
Q#32 - >257479038	specific	238088	4	115	1.03731e-35	123.84	cd00156	REC	 - 	cl19078
Q#32 - >257479038	superfamily	271833	4	115	1.03731e-35	123.84	cl19078	REC superfamily	 - 	 - 
Q#32 - >257479038	specific	238225	128	221	9.86486e-28	102.528	cd00383	trans_reg_C	 - 	cl21459
Q#32 - >257479038	superfamily	277524	128	221	9.86486e-28	102.528	cl21459	HTH superfamily	 - 	 - 
Q#32 - >257479038	multi-dom	223816	1	225	9.83274e-74	225.639	COG0745	OmpR	 - 	 - 
Q#33 - >257479255	specific	238225	138	232	4.08544e-44	145.67	cd00383	trans_reg_C	 - 	cl21459
Q#33 - >257479255	superfamily	277524	138	232	4.08544e-44	145.67	cl21459	HTH superfamily	 - 	 - 
Q#33 - >257479255	specific	238088	5	119	1.23563e-43	145.026	cd00156	REC	 - 	cl19078
Q#33 - >257479255	superfamily	271833	5	119	1.23563e-43	145.026	cl19078	REC superfamily	 - 	 - 
Q#33 - >257479255	multi-dom	223816	2	234	6.5781e-99	290.353	COG0745	OmpR	 - 	 - 
Q#34 - >257479606	specific	238088	6	117	3.98978e-42	140.789	cd00156	REC	 - 	cl19078
Q#34 - >257479606	superfamily	271833	6	117	3.98978e-42	140.789	cl19078	REC superfamily	 - 	 - 
Q#34 - >257479606	specific	238225	133	225	1.25503e-39	133.729	cd00383	trans_reg_C	 - 	cl21459
Q#34 - >257479606	superfamily	277524	133	225	1.25503e-39	133.729	cl21459	HTH superfamily	 - 	 - 
Q#34 - >257479606	multi-dom	223816	4	230	1.54896e-93	276.485	COG0745	OmpR	 - 	 - 
Q#35 - >257477252	specific	238088	13	126	3.7671e-36	124.996	cd00156	REC	 - 	cl19078
Q#35 - >257477252	superfamily	271833	13	126	3.7671e-36	124.996	cl19078	REC superfamily	 - 	 - 
Q#35 - >257477252	specific	99777	162	218	2.10168e-21	84.5084	cd06170	LuxR_C_like	 - 	cl21459
Q#35 - >257477252	superfamily	277524	162	218	2.10168e-21	84.5084	cl21459	HTH superfamily	 - 	 - 
Q#35 - >257477252	multi-dom	225107	10	224	1.53919e-76	232.58	COG2197	CitB	 - 	 - 
Q#36 - >257477125	specific	238088	8	120	6.95129e-27	100.728	cd00156	REC	 - 	cl19078
Q#36 - >257477125	superfamily	271833	8	120	6.95129e-27	100.728	cl19078	REC superfamily	 - 	 - 
Q#36 - >257477125	specific	99777	150	204	4.46228e-21	83.3528	cd06170	LuxR_C_like	 - 	cl21459
Q#36 - >257477125	superfamily	277524	150	204	4.46228e-21	83.3528	cl21459	HTH superfamily	 - 	 - 
Q#36 - >257477125	multi-dom	225107	5	212	3.59871e-71	218.327	COG2197	CitB	 - 	 - 
Q#37 - >257478460	specific	238088	8	123	1.66222e-28	106.121	cd00156	REC	 - 	cl19078
Q#37 - >257478460	superfamily	271833	8	123	1.66222e-28	106.121	cl19078	REC superfamily	 - 	 - 
Q#37 - >257478460	specific	149736	156	260	2.50276e-63	196.331	pfam08769	Spo0A_C	 - 	cl08493
Q#37 - >257478460	superfamily	149736	156	260	2.50276e-63	196.331	cl08493	Spo0A_C superfamily	 - 	 - 
Q#37 - >257478460	multi-dom	131922	4	266	6.1506e-132	376.826	TIGR02875	spore_0_A	 - 	 - 
Q#38 - >149948018	specific	238088	6	117	8.95202e-21	81.4681	cd00156	REC	 - 	cl19078
Q#38 - >149948018	superfamily	271833	6	117	8.95202e-21	81.4681	cl19078	REC superfamily	 - 	 - 
Q#38 - >149948018	multi-dom	223816	3	118	3.54667e-17	73.4853	COG0745	OmpR	C	 - 
Q#39 - >149948312	specific	238088	6	119	1.28196e-35	119.988	cd00156	REC	 - 	cl19078
Q#39 - >149948312	superfamily	271833	6	119	1.28196e-35	119.988	cl19078	REC superfamily	 - 	 - 
Q#40 - >149950333	specific	238088	6	119	4.47731e-37	123.455	cd00156	REC	 - 	cl19078
Q#40 - >149950333	superfamily	271833	6	119	4.47731e-37	123.455	cl19078	REC superfamily	 - 	 - 
Q#41 - >149947992	specific	238088	5	115	7.51996e-35	121.144	cd00156	REC	 - 	cl19078
Q#41 - >149947992	superfamily	271833	5	115	7.51996e-35	121.144	cl19078	REC superfamily	 - 	 - 
Q#41 - >149947992	specific	238225	125	214	5.02192e-33	116.01	cd00383	trans_reg_C	 - 	cl21459
Q#41 - >149947992	superfamily	277524	125	214	5.02192e-33	116.01	cl21459	HTH superfamily	 - 	 - 
Q#41 - >149947992	multi-dom	223816	4	215	4.96673e-76	231.032	COG0745	OmpR	 - 	 - 
Q#42 - >149948245	specific	238088	7	118	3.36611e-41	138.478	cd00156	REC	 - 	cl19078
Q#42 - >149948245	superfamily	271833	7	118	3.36611e-41	138.478	cl19078	REC superfamily	 - 	 - 
Q#42 - >149948245	specific	238225	136	230	3.90209e-30	109.076	cd00383	trans_reg_C	 - 	cl21459
Q#42 - >149948245	superfamily	277524	136	230	3.90209e-30	109.076	cl21459	HTH superfamily	 - 	 - 
Q#42 - >149948245	multi-dom	223816	4	233	1.03627e-86	259.151	COG0745	OmpR	 - 	 - 
Q#43 - >149948353	specific	238225	133	227	3.61086e-38	129.877	cd00383	trans_reg_C	 - 	cl21459
Q#43 - >149948353	superfamily	277524	133	227	3.61086e-38	129.877	cl21459	HTH superfamily	 - 	 - 
Q#43 - >149948353	specific	238088	5	116	3.76278e-36	124.996	cd00156	REC	 - 	cl19078
Q#43 - >149948353	superfamily	271833	5	116	3.76278e-36	124.996	cl19078	REC superfamily	 - 	 - 
Q#43 - >149948353	multi-dom	223816	2	229	6.45254e-86	256.84	COG0745	OmpR	 - 	 - 
Q#44 - >149948405	specific	238088	20	131	7.90942e-38	130.003	cd00156	REC	 - 	cl19078
Q#44 - >149948405	superfamily	271833	20	131	7.90942e-38	130.003	cl19078	REC superfamily	 - 	 - 
Q#44 - >149948405	specific	238225	144	237	6.19622e-34	119.091	cd00383	trans_reg_C	 - 	cl21459
Q#44 - >149948405	superfamily	277524	144	237	6.19622e-34	119.091	cl21459	HTH superfamily	 - 	 - 
Q#44 - >149948405	multi-dom	223816	17	240	2.85959e-87	260.692	COG0745	OmpR	 - 	 - 
Q#45 - >149948703	specific	238088	7	122	3.04519e-36	125.381	cd00156	REC	 - 	cl19078
Q#45 - >149948703	superfamily	271833	7	122	3.04519e-36	125.381	cl19078	REC superfamily	 - 	 - 
Q#45 - >149948703	specific	238225	136	228	2.92356e-33	117.165	cd00383	trans_reg_C	 - 	cl21459
Q#45 - >149948703	superfamily	277524	136	228	2.92356e-33	117.165	cl21459	HTH superfamily	 - 	 - 
Q#45 - >149948703	multi-dom	223816	6	229	2.59831e-75	229.876	COG0745	OmpR	 - 	 - 
Q#46 - >149948782	specific	238088	9	120	1.22975e-37	129.233	cd00156	REC	 - 	cl19078
Q#46 - >149948782	superfamily	271833	9	120	1.22975e-37	129.233	cl19078	REC superfamily	 - 	 - 
Q#46 - >149948782	specific	238225	135	227	7.32181e-34	118.706	cd00383	trans_reg_C	 - 	cl21459
Q#46 - >149948782	superfamily	277524	135	227	7.32181e-34	118.706	cl21459	HTH superfamily	 - 	 - 
Q#46 - >149948782	multi-dom	223816	6	228	1.14937e-86	259.151	COG0745	OmpR	 - 	 - 
Q#47 - >149949128	specific	238225	130	223	2.22785e-30	109.461	cd00383	trans_reg_C	 - 	cl21459
Q#47 - >149949128	superfamily	277524	130	223	2.22785e-30	109.461	cl21459	HTH superfamily	 - 	 - 
Q#47 - >149949128	specific	238088	5	116	1.22745e-29	108.047	cd00156	REC	 - 	cl19078
Q#47 - >149949128	superfamily	271833	5	116	1.22745e-29	108.047	cl19078	REC superfamily	 - 	 - 
Q#47 - >149949128	multi-dom	223816	2	223	5.99672e-69	213.313	COG0745	OmpR	 - 	 - 
Q#48 - >149949172	specific	238088	7	118	7.05841e-38	129.618	cd00156	REC	 - 	cl19078
Q#48 - >149949172	superfamily	271833	7	118	7.05841e-38	129.618	cl19078	REC superfamily	 - 	 - 
Q#48 - >149949172	specific	238225	131	224	4.31991e-35	121.788	cd00383	trans_reg_C	 - 	cl21459
Q#48 - >149949172	superfamily	277524	131	224	4.31991e-35	121.788	cl21459	HTH superfamily	 - 	 - 
Q#48 - >149949172	multi-dom	223816	4	227	1.08985e-86	258.766	COG0745	OmpR	 - 	 - 
Q#49 - >149949183	specific	238088	5	116	8.65202e-43	142.33	cd00156	REC	 - 	cl19078
Q#49 - >149949183	superfamily	271833	5	116	8.65202e-43	142.33	cl19078	REC superfamily	 - 	 - 
Q#49 - >149949183	specific	238225	127	220	4.63224e-29	105.994	cd00383	trans_reg_C	 - 	cl21459
Q#49 - >149949183	superfamily	277524	127	220	4.63224e-29	105.994	cl21459	HTH superfamily	 - 	 - 
Q#49 - >149949183	multi-dom	223816	3	224	6.51079e-83	249.136	COG0745	OmpR	 - 	 - 
Q#50 - >149949339	specific	238088	11	123	3.32657e-35	123.07	cd00156	REC	 - 	cl19078
Q#50 - >149949339	superfamily	271833	11	123	3.32657e-35	123.07	cl19078	REC superfamily	 - 	 - 
Q#50 - >149949339	specific	238225	138	232	4.79768e-35	121.788	cd00383	trans_reg_C	 - 	cl21459
Q#50 - >149949339	superfamily	277524	138	232	4.79768e-35	121.788	cl21459	HTH superfamily	 - 	 - 
Q#50 - >149949339	multi-dom	223816	9	236	6.93108e-84	252.218	COG0745	OmpR	 - 	 - 
Q#51 - >149949414	specific	238088	7	118	1.00863e-40	137.322	cd00156	REC	 - 	cl19078
Q#51 - >149949414	superfamily	271833	7	118	1.00863e-40	137.322	cl19078	REC superfamily	 - 	 - 
Q#51 - >149949414	specific	238225	137	231	1.65616e-40	136.04	cd00383	trans_reg_C	 - 	cl21459
Q#51 - >149949414	superfamily	277524	137	231	1.65616e-40	136.04	cl21459	HTH superfamily	 - 	 - 
Q#51 - >149949414	multi-dom	223816	6	233	5.16907e-92	272.633	COG0745	OmpR	 - 	 - 
Q#52 - >149949551	specific	238088	5	116	5.41157e-42	140.018	cd00156	REC	 - 	cl19078
Q#52 - >149949551	superfamily	271833	5	116	5.41157e-42	140.018	cl19078	REC superfamily	 - 	 - 
Q#52 - >149949551	specific	238225	132	219	1.84238e-30	109.461	cd00383	trans_reg_C	 - 	cl21459
Q#52 - >149949551	superfamily	277524	132	219	1.84238e-30	109.461	cl21459	HTH superfamily	 - 	 - 
Q#52 - >149949551	multi-dom	223816	3	222	3.27453e-78	237.195	COG0745	OmpR	 - 	 - 
Q#53 - >149949553	specific	238088	5	117	5.7144e-37	126.922	cd00156	REC	 - 	cl19078
Q#53 - >149949553	superfamily	271833	5	117	5.7144e-37	126.922	cl19078	REC superfamily	 - 	 - 
Q#53 - >149949553	specific	238225	128	219	2.19425e-28	104.068	cd00383	trans_reg_C	 - 	cl21459
Q#53 - >149949553	superfamily	277524	128	219	2.19425e-28	104.068	cl21459	HTH superfamily	 - 	 - 
Q#53 - >149949553	multi-dom	223816	3	219	1.58429e-74	227.565	COG0745	OmpR	 - 	 - 
Q#54 - >149949628	specific	238088	4	115	1.03327e-37	129.233	cd00156	REC	 - 	cl19078
Q#54 - >149949628	superfamily	271833	4	115	1.03327e-37	129.233	cl19078	REC superfamily	 - 	 - 
Q#54 - >149949628	specific	238225	128	221	1.555e-21	85.5788	cd00383	trans_reg_C	 - 	cl21459
Q#54 - >149949628	superfamily	277524	128	221	1.555e-21	85.5788	cl21459	HTH superfamily	 - 	 - 
