#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2586876E2A327EDB-483996A5FD394C9
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:51:55	Run time	0:02:40:08
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#12 - >225793413	superfamily	277524	127	218	1.36642e-33	117.936	cl21459	HTH superfamily	 - 	 - 
Q#12 - >225793413	multi-dom	223816	1	218	3.39568e-70	216.78	COG0745	OmpR	 - 	 - 
Q#13 - >225794265	specific	238088	4	115	9.56287e-38	129.233	cd00156	REC	 - 	cl19078
Q#13 - >225794265	superfamily	271833	4	115	9.56287e-38	129.233	cl19078	REC superfamily	 - 	 - 
Q#13 - >225794265	specific	238225	132	226	3.02819e-29	106.38	cd00383	trans_reg_C	 - 	cl21459
Q#13 - >225794265	superfamily	277524	132	226	3.02819e-29	106.38	cl21459	HTH superfamily	 - 	 - 
Q#13 - >225794265	multi-dom	223816	1	230	8.18817e-75	228.721	COG0745	OmpR	 - 	 - 
Q#14 - >225791970	specific	238225	132	226	6.39116e-39	131.803	cd00383	trans_reg_C	 - 	cl21459
Q#14 - >225791970	superfamily	277524	132	226	6.39116e-39	131.803	cl21459	HTH superfamily	 - 	 - 
Q#14 - >225791970	specific	238088	6	120	5.63105e-35	122.299	cd00156	REC	 - 	cl19078
Q#14 - >225791970	superfamily	271833	6	120	5.63105e-35	122.299	cl19078	REC superfamily	 - 	 - 
Q#14 - >225791970	multi-dom	223816	5	229	9.96276e-85	254.144	COG0745	OmpR	 - 	 - 
Q#15 - >225793152	specific	238088	9	112	2.87143e-39	133.47	cd00156	REC	 - 	cl19078
Q#15 - >225793152	superfamily	271833	9	112	2.87143e-39	133.47	cl19078	REC superfamily	 - 	 - 
Q#15 - >225793152	specific	238225	135	229	2.22129e-30	109.846	cd00383	trans_reg_C	 - 	cl21459
Q#15 - >225793152	superfamily	277524	135	229	2.22129e-30	109.846	cl21459	HTH superfamily	 - 	 - 
Q#15 - >225793152	multi-dom	223816	7	231	3.57627e-69	214.468	COG0745	OmpR	 - 	 - 
Q#16 - >225793949	specific	238088	4	116	2.47851e-32	114.98	cd00156	REC	 - 	cl19078
Q#16 - >225793949	superfamily	271833	4	116	2.47851e-32	114.98	cl19078	REC superfamily	 - 	 - 
Q#16 - >225793949	specific	238225	127	221	1.21855e-28	104.839	cd00383	trans_reg_C	 - 	cl21459
Q#16 - >225793949	superfamily	277524	127	221	1.21855e-28	104.839	cl21459	HTH superfamily	 - 	 - 
Q#16 - >225793949	multi-dom	223816	1	224	1.68826e-71	219.861	COG0745	OmpR	 - 	 - 
Q#17 - >225794322	specific	238088	4	117	9.39242e-31	111.128	cd00156	REC	 - 	cl19078
Q#17 - >225794322	superfamily	271833	4	117	9.39242e-31	111.128	cl19078	REC superfamily	 - 	 - 
Q#17 - >225794322	specific	238225	128	221	1.07631e-28	104.839	cd00383	trans_reg_C	 - 	cl21459
Q#17 - >225794322	superfamily	277524	128	221	1.07631e-28	104.839	cl21459	HTH superfamily	 - 	 - 
Q#17 - >225794322	multi-dom	223816	1	224	5.35966e-77	234.114	COG0745	OmpR	 - 	 - 
Q#18 - >225791448	specific	238225	129	222	5.96876e-34	118.706	cd00383	trans_reg_C	 - 	cl21459
Q#18 - >225791448	superfamily	277524	129	222	5.96876e-34	118.706	cl21459	HTH superfamily	 - 	 - 
Q#18 - >225791448	specific	238088	4	116	7.13783e-28	103.424	cd00156	REC	 - 	cl19078
Q#18 - >225791448	superfamily	271833	4	116	7.13783e-28	103.424	cl19078	REC superfamily	 - 	 - 
Q#18 - >225791448	multi-dom	223816	1	225	1.5057e-74	227.565	COG0745	OmpR	 - 	 - 
Q#19 - >225794198	specific	238088	14	125	3.0532e-31	111.899	cd00156	REC	 - 	cl19078
Q#19 - >225794198	superfamily	271833	14	125	3.0532e-31	111.899	cl19078	REC superfamily	 - 	 - 
Q#19 - >225794198	specific	99777	149	205	1.37935e-14	65.2484	cd06170	LuxR_C_like	 - 	cl21459
Q#19 - >225794198	superfamily	277524	149	205	1.37935e-14	65.2484	cl21459	HTH superfamily	 - 	 - 
Q#19 - >225794198	multi-dom	226932	12	208	6.52012e-83	247.972	COG4566	FixJ	 - 	 - 
Q#20 - >225794530	specific	238088	4	117	6.7358e-29	105.736	cd00156	REC	 - 	cl19078
Q#20 - >225794530	superfamily	271833	4	117	6.7358e-29	105.736	cl19078	REC superfamily	 - 	 - 
Q#20 - >225794530	specific	99777	152	208	1.89711e-15	67.5596	cd06170	LuxR_C_like	 - 	cl21459
Q#20 - >225794530	superfamily	277524	152	208	1.89711e-15	67.5596	cl21459	HTH superfamily	 - 	 - 
Q#20 - >225794530	multi-dom	225107	1	214	1.44286e-64	200.993	COG2197	CitB	 - 	 - 
Q#21 - >225794134	specific	238088	7	121	3.30003e-28	103.424	cd00156	REC	 - 	cl19078
Q#21 - >225794134	superfamily	271833	7	121	3.30003e-28	103.424	cl19078	REC superfamily	 - 	 - 
Q#21 - >225794134	specific	99777	143	199	2.5104e-14	64.478	cd06170	LuxR_C_like	 - 	cl21459
Q#21 - >225794134	superfamily	277524	143	199	2.5104e-14	64.478	cl21459	HTH superfamily	 - 	 - 
Q#21 - >225794134	multi-dom	225107	4	203	8.97583e-65	201.378	COG2197	CitB	 - 	 - 
Q#22 - >225794168	specific	238088	15	128	8.19669e-28	102.654	cd00156	REC	 - 	cl19078
Q#22 - >225794168	superfamily	271833	15	128	8.19669e-28	102.654	cl19078	REC superfamily	 - 	 - 
Q#22 - >225794168	specific	99777	151	207	4.69126e-17	72.182	cd06170	LuxR_C_like	 - 	cl21459
Q#22 - >225794168	superfamily	277524	151	207	4.69126e-17	72.182	cl21459	HTH superfamily	 - 	 - 
Q#22 - >225794168	multi-dom	225107	12	212	1.00505e-62	196.371	COG2197	CitB	 - 	 - 
Q#23 - >225792212	specific	238088	15	129	4.03689e-23	90.3277	cd00156	REC	 - 	cl19078
Q#23 - >225792212	superfamily	271833	15	129	4.03689e-23	90.3277	cl19078	REC superfamily	 - 	 - 
Q#23 - >225792212	specific	99777	152	208	7.26551e-19	77.1896	cd06170	LuxR_C_like	 - 	cl21459
Q#23 - >225792212	superfamily	277524	152	208	7.26551e-19	77.1896	cl21459	HTH superfamily	 - 	 - 
Q#23 - >225792212	multi-dom	225107	12	214	6.51232e-64	199.452	COG2197	CitB	 - 	 - 
Q#24 - >225794212	specific	99777	173	228	7.26419e-16	69.1004	cd06170	LuxR_C_like	 - 	cl21459
Q#24 - >225794212	superfamily	277524	173	228	7.26419e-16	69.1004	cl21459	HTH superfamily	 - 	 - 
Q#24 - >225794212	specific	238088	25	134	7.71182e-16	70.2973	cd00156	REC	 - 	cl19078
Q#24 - >225794212	superfamily	271833	25	134	7.71182e-16	70.2973	cl19078	REC superfamily	 - 	 - 
Q#24 - >225794212	multi-dom	225107	21	235	5.41036e-59	187.511	COG2197	CitB	 - 	 - 
Q#25 - >225791866	specific	238088	8	121	2.03597e-15	69.1417	cd00156	REC	 - 	cl19078
Q#25 - >225791866	superfamily	271833	8	121	2.03597e-15	69.1417	cl19078	REC superfamily	 - 	 - 
Q#25 - >225791866	specific	99777	153	209	1.61885e-11	56.774	cd06170	LuxR_C_like	 - 	cl21459
Q#25 - >225791866	superfamily	277524	153	209	1.61885e-11	56.774	cl21459	HTH superfamily	 - 	 - 
Q#25 - >225791866	multi-dom	225107	5	210	3.62221e-50	164.399	COG2197	CitB	 - 	 - 
Q#26 - >225794522	specific	238088	13	127	1.66529e-33	117.677	cd00156	REC	 - 	cl19078
Q#26 - >225794522	superfamily	271833	13	127	1.66529e-33	117.677	cl19078	REC superfamily	 - 	 - 
Q#26 - >225794522	specific	99777	150	206	1.78333e-18	76.034	cd06170	LuxR_C_like	 - 	cl21459
Q#26 - >225794522	superfamily	277524	150	206	1.78333e-18	76.034	cl21459	HTH superfamily	 - 	 - 
Q#26 - >225794522	multi-dom	225107	10	212	9.83049e-80	239.898	COG2197	CitB	 - 	 - 
Q#27 - >225792029	specific	99777	171	224	6.46468e-13	61.0112	cd06170	LuxR_C_like	 - 	cl21459
Q#27 - >225792029	superfamily	277524	171	224	6.46468e-13	61.0112	cl21459	HTH superfamily	 - 	 - 
Q#27 - >225792029	specific	238088	24	137	4.04262e-06	43.7185	cd00156	REC	 - 	cl19078
Q#27 - >225792029	superfamily	271833	24	137	4.04262e-06	43.7185	cl19078	REC superfamily	 - 	 - 
Q#27 - >225792029	multi-dom	225107	21	230	1.53982e-42	145.524	COG2197	CitB	 - 	 - 
Q#28 - >225794100	specific	99777	150	198	9.66156e-12	57.5444	cd06170	LuxR_C_like	 - 	cl21459
Q#28 - >225794100	superfamily	277524	150	198	9.66156e-12	57.5444	cl21459	HTH superfamily	 - 	 - 
Q#28 - >225794100	specific	238088	41	117	1.28402e-06	44.4889	cd00156	REC	N	cl19078
Q#28 - >225794100	superfamily	271833	41	117	1.28402e-06	44.4889	cl19078	REC superfamily	N	 - 
Q#28 - >225794100	multi-dom	225107	7	198	2.89022e-33	120.101	COG2197	CitB	 - 	 - 
Q#29 - >225792729	specific	238088	12	126	1.17897e-29	107.662	cd00156	REC	 - 	cl19078
Q#29 - >225792729	superfamily	271833	12	126	1.17897e-29	107.662	cl19078	REC superfamily	 - 	 - 
Q#29 - >225792729	specific	99777	149	205	1.35751e-16	71.0264	cd06170	LuxR_C_like	 - 	cl21459
Q#29 - >225792729	superfamily	277524	149	205	1.35751e-16	71.0264	cl21459	HTH superfamily	 - 	 - 
Q#29 - >225792729	multi-dom	225107	9	210	1.86535e-65	203.304	COG2197	CitB	 - 	 - 
Q#30 - >225793027	specific	238088	24	136	6.67219e-33	120.758	cd00156	REC	 - 	cl19078
Q#30 - >225793027	superfamily	271833	24	136	6.67219e-33	120.758	cl19078	REC superfamily	 - 	 - 
Q#30 - >225793027	specific	99707	168	331	9.74149e-23	94.1351	cd00009	AAA	 - 	cl21455
Q#30 - >225793027	superfamily	277521	168	331	9.74149e-23	94.1351	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#30 - >225793027	specific	251640	427	468	1.0463e-07	48.569	pfam02954	HTH_8	 - 	cl22895
Q#30 - >225793027	superfamily	277610	427	468	1.0463e-07	48.569	cl22895	HTH_8 superfamily	 - 	 - 
Q#30 - >225793027	multi-dom	225114	22	477	0	553.073	COG2204	AtoC	 - 	 - 
Q#31 - >225794549	specific	99707	179	335	1.05239e-24	98.7575	cd00009	AAA	 - 	cl21455
Q#31 - >225794549	superfamily	277521	179	335	1.05239e-24	98.7575	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#31 - >225794549	superfamily	271833	16	85	6.25627e-05	41.0221	cl19078	REC superfamily	C	 - 
Q#31 - >225794549	multi-dom	225114	16	415	8.99453e-119	357.007	COG2204	AtoC	 - 	 - 
Q#32 - >225791756	specific	238088	28	139	9.15319e-30	112.284	cd00156	REC	 - 	cl19078
Q#32 - >225791756	superfamily	271833	28	139	9.15319e-30	112.284	cl19078	REC superfamily	 - 	 - 
Q#32 - >225791756	specific	99707	184	335	7.9685e-23	94.5203	cd00009	AAA	 - 	cl21455
Q#32 - >225791756	superfamily	277521	184	335	7.9685e-23	94.5203	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#32 - >225791756	specific	251640	437	478	6.09896e-11	57.8138	pfam02954	HTH_8	 - 	cl22895
Q#32 - >225791756	superfamily	277610	437	478	6.09896e-11	57.8138	cl22895	HTH_8 superfamily	 - 	 - 
Q#32 - >225791756	superfamily	245637	320	406	0.00311955	38.4237	cl11468	KicB superfamily	NC	 - 
Q#32 - >225791756	multi-dom	225114	21	478	0	547.295	COG2204	AtoC	 - 	 - 
Q#33 - >225793110	specific	238088	5	119	9.34181e-23	92.6389	cd00156	REC	 - 	cl19078
Q#33 - >225793110	superfamily	271833	5	119	9.34181e-23	92.6389	cl19078	REC superfamily	 - 	 - 
Q#33 - >225793110	specific	99707	147	311	3.97299e-22	91.8239	cd00009	AAA	 - 	cl21455
Q#33 - >225793110	superfamily	277521	147	311	3.97299e-22	91.8239	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#33 - >225793110	specific	251640	403	442	1.22381e-07	48.1838	pfam02954	HTH_8	 - 	cl22895
Q#33 - >225793110	superfamily	277610	403	442	1.22381e-07	48.1838	cl22895	HTH_8 superfamily	 - 	 - 
Q#33 - >225793110	multi-dom	225114	1	450	6.19141e-172	494.138	COG2204	AtoC	 - 	 - 
Q#34 - >225791645	specific	238088	2	119	7.4736e-23	92.6389	cd00156	REC	 - 	cl19078
Q#34 - >225791645	superfamily	271833	2	119	7.4736e-23	92.6389	cl19078	REC superfamily	 - 	 - 
Q#34 - >225791645	specific	99707	151	316	5.53913e-19	83.3495	cd00009	AAA	 - 	cl21455
Q#34 - >225791645	superfamily	277521	151	316	5.53913e-19	83.3495	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#34 - >225791645	specific	251640	407	444	2.30946e-10	55.8878	pfam02954	HTH_8	 - 	cl22895
Q#34 - >225791645	superfamily	277610	407	444	2.30946e-10	55.8878	cl22895	HTH_8 superfamily	 - 	 - 
Q#34 - >225791645	multi-dom	225114	2	446	9.86726e-171	490.671	COG2204	AtoC	 - 	 - 
Q#35 - >225793127	specific	99707	163	322	9.69446e-24	96.8315	cd00009	AAA	 - 	cl21455
Q#35 - >225793127	superfamily	277521	163	322	9.69446e-24	96.8315	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#35 - >225793127	specific	238088	21	133	1.0441e-15	73.3789	cd00156	REC	 - 	cl19078
Q#35 - >225793127	superfamily	271833	21	133	1.0441e-15	73.3789	cl19078	REC superfamily	 - 	 - 
Q#35 - >225793127	specific	251640	432	473	1.43478e-08	51.2654	pfam02954	HTH_8	 - 	cl22895
Q#35 - >225793127	superfamily	277610	432	473	1.43478e-08	51.2654	cl22895	HTH_8 superfamily	 - 	 - 
Q#35 - >225793127	multi-dom	225114	19	475	4.69913e-159	462.552	COG2204	AtoC	 - 	 - 
Q#36 - >225793880	specific	238088	7	120	7.63867e-28	104.195	cd00156	REC	 - 	cl19078
Q#36 - >225793880	superfamily	271833	7	120	7.63867e-28	104.195	cl19078	REC superfamily	 - 	 - 
Q#36 - >225793880	specific	197918	173	271	1.40367e-26	100.343	smart00850	LytTR	 - 	cl04498
Q#36 - >225793880	superfamily	262178	173	271	1.40367e-26	100.343	cl04498	LytTR superfamily	 - 	 - 
Q#36 - >225793880	multi-dom	225818	3	274	3.55391e-55	180.249	COG3279	LytT	 - 	 - 
Q#37 - >225792125	specific	238088	10	121	1.95269e-37	126.922	cd00156	REC	 - 	cl19078
Q#37 - >225792125	superfamily	271833	10	121	1.95269e-37	126.922	cl19078	REC superfamily	 - 	 - 
Q#37 - >225792125	specific	251640	136	177	2.52794e-09	49.7246	pfam02954	HTH_8	 - 	cl22895
Q#37 - >225792125	superfamily	277610	136	177	2.52794e-09	49.7246	cl22895	HTH_8 superfamily	 - 	 - 
Q#37 - >225792125	multi-dom	226933	10	180	2.67962e-64	198.03	COG4567	COG4567	 - 	 - 
Q#38 - >225793682	specific	143635	146	301	2.63334e-47	158.874	cd01949	GGDEF	 - 	cl11967
Q#38 - >225793682	superfamily	276010	146	301	2.63334e-47	158.874	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#38 - >225793682	specific	238088	14	123	5.04349e-10	55.6597	cd00156	REC	 - 	cl19078
Q#38 - >225793682	superfamily	271833	14	123	5.04349e-10	55.6597	cl19078	REC superfamily	 - 	 - 
Q#39 - >225794094	specific	238088	7	120	1.74707e-33	121.529	cd00156	REC	 - 	cl19078
Q#39 - >225794094	superfamily	271833	7	120	1.74707e-33	121.529	cl19078	REC superfamily	 - 	 - 
Q#39 - >225794094	specific	238032	179	307	7.85687e-22	89.706	cd00077	HDc	 - 	cl21469
Q#39 - >225794094	superfamily	276310	179	307	7.85687e-22	89.706	cl21469	HDc superfamily	 - 	 - 
Q#39 - >225794094	multi-dom	225971	5	340	3.08528e-96	293.496	COG3437	RpfG	 - 	 - 
Q#40 - >225792650	specific	238088	10	131	4.96476e-25	97.6465	cd00156	REC	 - 	cl19078
Q#40 - >225792650	superfamily	271833	10	131	4.96476e-25	97.6465	cl19078	REC superfamily	 - 	 - 
Q#40 - >225792650	specific	250544	167	348	3.18519e-71	222.36	pfam01339	CheB_methylest	 - 	cl03170
Q#40 - >225792650	superfamily	250544	167	348	3.18519e-71	222.36	cl03170	CheB_methylest superfamily	 - 	 - 
Q#40 - >225792650	multi-dom	234828	7	352	4.22084e-163	463.467	PRK00742	PRK00742	 - 	 - 
Q#41 - >225792699	specific	238088	24	128	3.94283e-13	63.3637	cd00156	REC	 - 	cl19078
Q#41 - >225792699	superfamily	271833	24	128	3.94283e-13	63.3637	cl19078	REC superfamily	 - 	 - 
Q#41 - >225792699	specific	238075	163	263	0.00215413	35.6868	cd00130	PAS	 - 	cl21578
Q#41 - >225792699	superfamily	271998	163	263	0.00215413	35.6868	cl21578	PAS superfamily	 - 	 - 
Q#41 - >225792699	multi-dom	257751	163	259	5.61272e-05	40.0591	pfam13426	PAS_9	 - 	 - 
Q#42 - >225792093	specific	238088	16	123	2.99817e-11	57.9709	cd00156	REC	 - 	cl19078
Q#42 - >225792093	superfamily	271833	16	123	2.99817e-11	57.9709	cl19078	REC superfamily	 - 	 - 
Q#43 - >225791346	specific	238088	7	119	2.71342e-19	83.7793	cd00156	REC	 - 	cl19078
Q#43 - >225791346	superfamily	271833	7	119	2.71342e-19	83.7793	cl19078	REC superfamily	 - 	 - 
Q#43 - >225791346	superfamily	277520	374	445	3.74785e-05	42.1603	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#43 - >225791346	superfamily	277404	144	217	0.000583713	38.2858	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#43 - >225791346	multi-dom	273540	229	547	8.98451e-64	212.487	TIGR01292	TRX_reduct	 - 	 - 
Q#44 - >225793148	specific	257927	149	300	5.65311e-27	104.617	pfam13614	AAA_31	 - 	cl21455
Q#44 - >225793148	superfamily	277521	149	300	5.65311e-27	104.617	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#44 - >225793148	superfamily	271833	76	131	0.0016966	36.7832	cl19078	REC superfamily	N	 - 
Q#44 - >225793148	multi-dom	223531	147	385	4.15069e-23	96.5739	COG0455	FlhG	 - 	 - 
Q#45 - >225794068	specific	238030	385	486	5.50768e-27	104.651	cd00075	HATPase_c	 - 	cl00075
Q#45 - >225794068	superfamily	275468	385	486	5.50768e-27	104.651	cl00075	HATPase_c superfamily	 - 	 - 
Q#45 - >225794068	specific	238088	13	126	5.08551e-22	91.0981	cd00156	REC	 - 	cl19078
Q#45 - >225794068	superfamily	271833	13	126	5.08551e-22	91.0981	cl19078	REC superfamily	 - 	 - 
Q#45 - >225794068	specific	119399	272	336	2.23272e-06	45.2812	cd00082	HisKA	 - 	cl00080
Q#45 - >225794068	superfamily	260177	272	336	2.23272e-06	45.2812	cl00080	HisKA superfamily	 - 	 - 
Q#45 - >225794068	specific	238075	156	256	2.92323e-06	45.3167	cd00130	PAS	 - 	cl21578
Q#45 - >225794068	superfamily	271998	156	256	2.92323e-06	45.3167	cl21578	PAS superfamily	 - 	 - 
Q#45 - >225794068	multi-dom	274368	149	486	1.49935e-17	82.2563	TIGR02966	phoR_proteo	 - 	 - 
Q#46 - >225793540	specific	238030	390	498	4.83419e-22	91.169	cd00075	HATPase_c	 - 	cl00075
Q#46 - >225793540	superfamily	275468	390	498	4.83419e-22	91.169	cl00075	HATPase_c superfamily	 - 	 - 
Q#46 - >225793540	specific	238088	14	135	5.35679e-18	79.9273	cd00156	REC	 - 	cl19078
Q#46 - >225793540	superfamily	271833	14	135	5.35679e-18	79.9273	cl19078	REC superfamily	 - 	 - 
Q#46 - >225793540	specific	238075	159	244	1.41196e-06	46.4723	cd00130	PAS	 - 	cl21578
Q#46 - >225793540	superfamily	271998	159	244	1.41196e-06	46.4723	cl21578	PAS superfamily	 - 	 - 
Q#46 - >225793540	specific	119399	278	341	1.50077e-06	45.6664	cd00082	HisKA	 - 	cl00080
Q#46 - >225793540	superfamily	260177	278	341	1.50077e-06	45.6664	cl00080	HisKA superfamily	 - 	 - 
Q#46 - >225793540	multi-dom	226370	155	499	8.785e-33	127.487	COG3852	NtrB	 - 	 - 
Q#47 - >94549479	specific	238088	8	123	1.007e-29	104.965	cd00156	REC	 - 	cl19078
Q#47 - >94549479	superfamily	271833	8	123	1.007e-29	104.965	cl19078	REC superfamily	 - 	 - 
Q#47 - >94549479	multi-dom	223816	5	123	1.52677e-24	94.2861	COG0745	OmpR	C	 - 
Q#48 - >94549480	specific	238088	1	102	9.68912e-23	86.0905	cd00156	REC	 - 	cl19078
Q#48 - >94549480	superfamily	271833	1	102	9.68912e-23	86.0905	cl19078	REC superfamily	 - 	 - 
Q#49 - >94549482	specific	238088	5	114	1.54978e-14	64.9045	cd00156	REC	 - 	cl19078
Q#49 - >94549482	superfamily	271833	5	114	1.54978e-14	64.9045	cl19078	REC superfamily	 - 	 - 
Q#50 - >94549569	specific	238088	6	85	6.00689e-23	87.2461	cd00156	REC	C	cl19078
Q#50 - >94549569	superfamily	271833	6	85	6.00689e-23	87.2461	cl19078	REC superfamily	C	 - 
Q#50 - >94549569	multi-dom	223816	6	87	7.53933e-17	72.7149	COG0745	OmpR	C	 - 
Q#51 - >94549925	specific	238088	21	127	6.98854e-23	87.2461	cd00156	REC	 - 	cl19078
Q#51 - >94549925	superfamily	271833	21	127	6.98854e-23	87.2461	cl19078	REC superfamily	 - 	 - 
Q#52 - >94550018	specific	238088	24	99	1.18862e-16	71.0677	cd00156	REC	C	cl19078
Q#52 - >94550018	superfamily	271833	24	99	1.18862e-16	71.0677	cl19078	REC superfamily	C	 - 
Q#53 - >94550046	specific	238088	8	117	3.38076e-22	86.0905	cd00156	REC	 - 	cl19078
Q#53 - >94550046	superfamily	271833	8	117	3.38076e-22	86.0905	cl19078	REC superfamily	 - 	 - 
Q#54 - >94550288	specific	238088	6	117	6.70861e-21	82.6237	cd00156	REC	 - 	cl19078
Q#54 - >94550288	superfamily	271833	6	117	6.70861e-21	82.6237	cl19078	REC superfamily	 - 	 - 
Q#55 - >94550499	specific	238088	21	134	3.08392e-24	91.4833	cd00156	REC	 - 	cl19078
Q#55 - >94550499	superfamily	271833	21	134	3.08392e-24	91.4833	cl19078	REC superfamily	 - 	 - 
Q#55 - >94550499	multi-dom	225107	17	145	9.80549e-31	110.856	COG2197	CitB	C	 - 
Q#56 - >94550605	specific	238088	4	115	1.16926e-34	117.677	cd00156	REC	 - 	cl19078
Q#56 - >94550605	superfamily	271833	4	115	1.16926e-34	117.677	cl19078	REC superfamily	 - 	 - 
Q#56 - >94550605	multi-dom	223816	1	114	1.15175e-27	102.375	COG0745	OmpR	C	 - 
Q#57 - >94550677	specific	238088	21	145	1.74902e-21	84.5497	cd00156	REC	 - 	cl19078
Q#57 - >94550677	superfamily	271833	21	145	1.74902e-21	84.5497	cl19078	REC superfamily	 - 	 - 
Q#57 - >94550677	multi-dom	223816	20	144	1.10103e-16	73.4853	COG0745	OmpR	C	 - 
Q#58 - >94550678	specific	238088	9	119	1.16932e-13	62.5933	cd00156	REC	 - 	cl19078
Q#58 - >94550678	superfamily	271833	9	119	1.16932e-13	62.5933	cl19078	REC superfamily	 - 	 - 
Q#59 - >94550846	specific	238088	19	132	4.82188e-28	101.498	cd00156	REC	 - 	cl19078
Q#59 - >94550846	superfamily	271833	19	132	4.82188e-28	101.498	cl19078	REC superfamily	 - 	 - 
Q#59 - >94550846	multi-dom	225107	19	132	3.34841e-24	93.9077	COG2197	CitB	C	 - 
Q#60 - >94550854	specific	238088	6	121	1.08132e-19	78.7717	cd00156	REC	 - 	cl19078
Q#60 - >94550854	superfamily	271833	6	121	1.08132e-19	78.7717	cl19078	REC superfamily	 - 	 - 
Q#61 - >94550890	specific	238088	8	132	4.17807e-24	91.4833	cd00156	REC	 - 	cl19078
Q#61 - >94550890	superfamily	271833	8	132	4.17807e-24	91.4833	cl19078	REC superfamily	 - 	 - 
Q#61 - >94550890	multi-dom	225107	7	132	2.94596e-17	74.6477	COG2197	CitB	C	 - 
Q#62 - >94551047	specific	238088	11	121	3.90133e-26	95.3353	cd00156	REC	 - 	cl19078
Q#62 - >94551047	superfamily	271833	11	121	3.90133e-26	95.3353	cl19078	REC superfamily	 - 	 - 
