#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-322E53A83FC994AB-18B33BD8870671D5
#datatype	hitsConcise Results
#status	0
#Start time	2015-06-27T19:49:37	Run time	0:02:21:32
#status	live blast search error	msg	Error(s) occurred during search, the result may be incomplete

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#8 - >310758883	multi-dom	181883	4	236	2.0247e-93	276.855	PRK09468	ompR	 - 	 - 
Q#9 - >310759016	specific	238225	128	221	4.73053e-35	121.788	cd00383	trans_reg_C	 - 	cl21459
Q#9 - >310759016	superfamily	277524	128	221	4.73053e-35	121.788	cl21459	HTH superfamily	 - 	 - 
Q#9 - >310759016	specific	238088	4	116	1.68048e-34	120.758	cd00156	REC	 - 	cl19078
Q#9 - >310759016	superfamily	271833	4	116	1.68048e-34	120.758	cl19078	REC superfamily	 - 	 - 
Q#9 - >310759016	multi-dom	182102	1	225	1.2461e-117	337.667	PRK09836	PRK09836	 - 	 - 
Q#10 - >310759082	specific	238225	134	228	1.58532e-32	115.239	cd00383	trans_reg_C	 - 	cl21459
Q#10 - >310759082	superfamily	277524	134	228	1.58532e-32	115.239	cl21459	HTH superfamily	 - 	 - 
Q#10 - >310759082	specific	238088	9	111	9.90028e-31	111.128	cd00156	REC	 - 	cl19078
Q#10 - >310759082	superfamily	271833	9	111	9.90028e-31	111.128	cl19078	REC superfamily	 - 	 - 
Q#10 - >310759082	multi-dom	182522	5	228	1.79178e-107	311.738	PRK10529	PRK10529	 - 	 - 
Q#11 - >310759268	specific	238088	4	116	1.2522e-32	116.136	cd00156	REC	 - 	cl19078
Q#11 - >310759268	superfamily	271833	4	116	1.2522e-32	116.136	cl19078	REC superfamily	 - 	 - 
Q#11 - >310759268	specific	238225	127	218	4.31008e-26	98.2904	cd00383	trans_reg_C	 - 	cl21459
Q#11 - >310759268	superfamily	277524	127	218	4.31008e-26	98.2904	cl21459	HTH superfamily	 - 	 - 
Q#11 - >310759268	multi-dom	223816	1	222	3.29087e-72	222.172	COG0745	OmpR	 - 	 - 
Q#12 - >310759371	specific	238225	144	238	3.90236e-37	127.566	cd00383	trans_reg_C	 - 	cl21459
Q#12 - >310759371	superfamily	277524	144	238	3.90236e-37	127.566	cl21459	HTH superfamily	 - 	 - 
Q#12 - >310759371	specific	238088	30	125	1.21202e-34	121.529	cd00156	REC	 - 	cl19078
Q#12 - >310759371	superfamily	271833	30	125	1.21202e-34	121.529	cl19078	REC superfamily	 - 	 - 
Q#12 - >310759371	multi-dom	181883	5	244	2.69538e-156	436.713	PRK09468	ompR	 - 	 - 
Q#13 - >310759670	specific	238088	4	116	5.20066e-33	116.521	cd00156	REC	 - 	cl19078
Q#13 - >310759670	superfamily	271833	4	116	5.20066e-33	116.521	cl19078	REC superfamily	 - 	 - 
Q#13 - >310759670	specific	238225	127	216	1.00494e-27	102.142	cd00383	trans_reg_C	 - 	cl21459
Q#13 - >310759670	superfamily	277524	127	216	1.00494e-27	102.142	cl21459	HTH superfamily	 - 	 - 
Q#13 - >310759670	multi-dom	182612	1	219	6.02426e-79	238.397	PRK10643	PRK10643	 - 	 - 
Q#14 - >310759751	specific	238088	4	115	6.98701e-30	108.817	cd00156	REC	 - 	cl19078
Q#14 - >310759751	superfamily	271833	4	115	6.98701e-30	108.817	cl19078	REC superfamily	 - 	 - 
Q#14 - >310759751	specific	238225	127	218	1.91391e-27	101.757	cd00383	trans_reg_C	 - 	cl21459
Q#14 - >310759751	superfamily	277524	127	218	1.91391e-27	101.757	cl21459	HTH superfamily	 - 	 - 
Q#14 - >310759751	multi-dom	223816	1	221	1.62457e-70	217.55	COG0745	OmpR	 - 	 - 
Q#15 - >310759844	specific	238088	4	114	6.37147e-38	129.618	cd00156	REC	 - 	cl19078
Q#15 - >310759844	superfamily	271833	4	114	6.37147e-38	129.618	cl19078	REC superfamily	 - 	 - 
Q#15 - >310759844	specific	238225	127	218	9.7485e-29	104.839	cd00383	trans_reg_C	 - 	cl21459
Q#15 - >310759844	superfamily	277524	127	218	9.7485e-29	104.839	cl21459	HTH superfamily	 - 	 - 
Q#15 - >310759844	multi-dom	223816	1	221	2.95931e-78	237.195	COG0745	OmpR	 - 	 - 
Q#16 - >310760092	specific	238088	12	123	4.74126e-25	96.1057	cd00156	REC	 - 	cl19078
Q#16 - >310760092	superfamily	271833	12	123	4.74126e-25	96.1057	cl19078	REC superfamily	 - 	 - 
Q#16 - >310760092	specific	214866	161	237	7.20316e-14	64.1106	smart00862	Trans_reg_C	 - 	cl21459
Q#16 - >310760092	superfamily	277524	161	237	7.20316e-14	64.1106	cl21459	HTH superfamily	 - 	 - 
Q#16 - >310760092	multi-dom	223816	10	239	1.52956e-42	145.518	COG0745	OmpR	 - 	 - 
Q#17 - >310760781	specific	238088	8	120	2.32732e-38	131.159	cd00156	REC	 - 	cl19078
Q#17 - >310760781	superfamily	271833	8	120	2.32732e-38	131.159	cl19078	REC superfamily	 - 	 - 
Q#17 - >310760781	specific	238225	137	231	4.54201e-38	129.877	cd00383	trans_reg_C	 - 	cl21459
Q#17 - >310760781	superfamily	277524	137	231	4.54201e-38	129.877	cl21459	HTH superfamily	 - 	 - 
Q#17 - >310760781	multi-dom	223816	6	231	1.15464e-85	256.84	COG0745	OmpR	 - 	 - 
Q#18 - >310761023	specific	238088	4	115	3.20062e-27	101.498	cd00156	REC	 - 	cl19078
Q#18 - >310761023	superfamily	271833	4	115	3.20062e-27	101.498	cl19078	REC superfamily	 - 	 - 
Q#18 - >310761023	specific	238225	127	216	1.16028e-21	85.964	cd00383	trans_reg_C	 - 	cl21459
Q#18 - >310761023	superfamily	277524	127	216	1.16028e-21	85.964	cl21459	HTH superfamily	 - 	 - 
Q#18 - >310761023	multi-dom	182612	1	216	1.14845e-63	199.491	PRK10643	PRK10643	 - 	 - 
Q#19 - >310761149	specific	238088	4	114	4.84884e-21	85.3201	cd00156	REC	 - 	cl19078
Q#19 - >310761149	superfamily	271833	4	114	4.84884e-21	85.3201	cl19078	REC superfamily	 - 	 - 
Q#19 - >310761149	superfamily	277524	138	226	9.81499e-17	72.482	cl21459	HTH superfamily	 - 	 - 
Q#19 - >310761149	multi-dom	223816	1	230	1.37775e-40	140.51	COG0745	OmpR	 - 	 - 
Q#20 - >310761195	specific	238225	129	223	3.40675e-37	127.18	cd00383	trans_reg_C	 - 	cl21459
Q#20 - >310761195	superfamily	277524	129	223	3.40675e-37	127.18	cl21459	HTH superfamily	 - 	 - 
Q#20 - >310761195	specific	238088	5	116	3.31864e-36	125.381	cd00156	REC	 - 	cl19078
Q#20 - >310761195	superfamily	271833	5	116	3.31864e-36	125.381	cl19078	REC superfamily	 - 	 - 
Q#20 - >310761195	multi-dom	236738	1	229	5.41715e-85	255.331	PRK10701	PRK10701	 - 	 - 
Q#21 - >310761367	specific	214866	160	234	3.87106e-10	54.0954	smart00862	Trans_reg_C	 - 	cl21459
Q#21 - >310761367	superfamily	277524	160	234	3.87106e-10	54.0954	cl21459	HTH superfamily	 - 	 - 
Q#21 - >310761367	multi-dom	223816	21	234	7.97985e-07	47.2917	COG0745	OmpR	 - 	 - 
Q#22 - >310761503	specific	238088	4	115	1.10466e-31	113.054	cd00156	REC	 - 	cl19078
Q#22 - >310761503	superfamily	271833	4	115	1.10466e-31	113.054	cl19078	REC superfamily	 - 	 - 
Q#22 - >310761503	specific	238225	127	216	3.5619e-28	103.298	cd00383	trans_reg_C	 - 	cl21459
Q#22 - >310761503	superfamily	277524	127	216	3.5619e-28	103.298	cl21459	HTH superfamily	 - 	 - 
Q#22 - >310761503	multi-dom	223816	1	220	2.00849e-70	217.165	COG0745	OmpR	 - 	 - 
Q#23 - >310761802	specific	238225	138	233	8.24897e-23	89.4308	cd00383	trans_reg_C	 - 	cl21459
Q#23 - >310761802	superfamily	277524	138	233	8.24897e-23	89.4308	cl21459	HTH superfamily	 - 	 - 
Q#23 - >310761802	specific	238088	13	124	5.16726e-21	84.9349	cd00156	REC	 - 	cl19078
Q#23 - >310761802	superfamily	271833	13	124	5.16726e-21	84.9349	cl19078	REC superfamily	 - 	 - 
Q#23 - >310761802	multi-dom	223816	11	237	2.62769e-54	176.334	COG0745	OmpR	 - 	 - 
Q#24 - >310762545	specific	238088	4	114	1.05908e-34	121.529	cd00156	REC	 - 	cl19078
Q#24 - >310762545	superfamily	271833	4	114	1.05908e-34	121.529	cl19078	REC superfamily	 - 	 - 
Q#24 - >310762545	specific	238225	131	224	4.63861e-29	105.994	cd00383	trans_reg_C	 - 	cl21459
Q#24 - >310762545	superfamily	277524	131	224	4.63861e-29	105.994	cl21459	HTH superfamily	 - 	 - 
Q#24 - >310762545	multi-dom	130454	3	224	7.44499e-91	269.362	TIGR01387	cztR_silR_copR	 - 	 - 
Q#25 - >310763055	specific	238088	4	116	4.3114e-39	132.314	cd00156	REC	 - 	cl19078
Q#25 - >310763055	superfamily	271833	4	116	4.3114e-39	132.314	cl19078	REC superfamily	 - 	 - 
Q#25 - >310763055	specific	238225	127	216	2.22988e-34	119.476	cd00383	trans_reg_C	 - 	cl21459
Q#25 - >310763055	superfamily	277524	127	216	2.22988e-34	119.476	cl21459	HTH superfamily	 - 	 - 
Q#25 - >310763055	multi-dom	223816	1	217	6.67555e-90	266.855	COG0745	OmpR	 - 	 - 
Q#26 - >310763454	specific	238088	14	127	1.71213e-31	113.054	cd00156	REC	 - 	cl19078
Q#26 - >310763454	superfamily	271833	14	127	1.71213e-31	113.054	cl19078	REC superfamily	 - 	 - 
Q#26 - >310763454	specific	238225	141	230	6.11001e-23	89.816	cd00383	trans_reg_C	 - 	cl21459
Q#26 - >310763454	superfamily	277524	141	230	6.11001e-23	89.816	cl21459	HTH superfamily	 - 	 - 
Q#26 - >310763454	multi-dom	223816	11	234	1.0741e-67	210.616	COG0745	OmpR	 - 	 - 
Q#27 - >310763506	specific	238088	13	102	2.20465e-05	41.4073	cd00156	REC	 - 	cl19078
Q#27 - >310763506	superfamily	271833	13	102	2.20465e-05	41.4073	cl19078	REC superfamily	 - 	 - 
Q#27 - >310763506	specific	214866	158	235	7.17022e-11	56.4066	smart00862	Trans_reg_C	 - 	cl21459
Q#27 - >310763506	superfamily	277524	158	235	7.17022e-11	56.4066	cl21459	HTH superfamily	 - 	 - 
Q#27 - >310763506	multi-dom	223816	13	238	2.7646e-08	51.9141	COG0745	OmpR	 - 	 - 
Q#28 - >310763592	specific	238088	4	115	3.53186e-34	119.988	cd00156	REC	 - 	cl19078
Q#28 - >310763592	superfamily	271833	4	115	3.53186e-34	119.988	cl19078	REC superfamily	 - 	 - 
Q#28 - >310763592	specific	238225	126	219	8.15206e-30	107.92	cd00383	trans_reg_C	 - 	cl21459
Q#28 - >310763592	superfamily	277524	126	219	8.15206e-30	107.92	cl21459	HTH superfamily	 - 	 - 
Q#28 - >310763592	multi-dom	130454	3	219	6.7198e-103	299.792	TIGR01387	cztR_silR_copR	 - 	 - 
Q#29 - >310763900	specific	214866	142	216	3.32307e-06	42.9246	smart00862	Trans_reg_C	 - 	cl21459
Q#29 - >310763900	superfamily	277524	142	216	3.32307e-06	42.9246	cl21459	HTH superfamily	 - 	 - 
Q#29 - >310763900	multi-dom	236838	13	218	1.34171e-05	43.4119	PRK11083	PRK11083	 - 	 - 
Q#30 - >310763945	specific	238088	4	115	2.56493e-37	128.077	cd00156	REC	 - 	cl19078
Q#30 - >310763945	superfamily	271833	4	115	2.56493e-37	128.077	cl19078	REC superfamily	 - 	 - 
Q#30 - >310763945	specific	238225	128	221	2.38157e-30	109.461	cd00383	trans_reg_C	 - 	cl21459
Q#30 - >310763945	superfamily	277524	128	221	2.38157e-30	109.461	cl21459	HTH superfamily	 - 	 - 
Q#30 - >310763945	multi-dom	130454	3	221	3.5803e-88	262.428	TIGR01387	cztR_silR_copR	 - 	 - 
Q#31 - >310764307	specific	238088	12	110	1.07974e-07	47.9557	cd00156	REC	 - 	cl19078
Q#31 - >310764307	superfamily	271833	12	110	1.07974e-07	47.9557	cl19078	REC superfamily	 - 	 - 
Q#31 - >310764307	specific	214866	152	230	2.66889e-13	62.5698	smart00862	Trans_reg_C	 - 	cl21459
Q#31 - >310764307	superfamily	277524	152	230	2.66889e-13	62.5698	cl21459	HTH superfamily	 - 	 - 
Q#31 - >310764307	multi-dom	223816	5	232	4.07517e-23	93.5157	COG0745	OmpR	 - 	 - 
Q#32 - >310764308	specific	238088	7	117	5.4874e-32	114.595	cd00156	REC	 - 	cl19078
Q#32 - >310764308	superfamily	271833	7	117	5.4874e-32	114.595	cl19078	REC superfamily	 - 	 - 
Q#32 - >310764308	specific	238225	130	224	4.21631e-22	87.5048	cd00383	trans_reg_C	 - 	cl21459
Q#32 - >310764308	superfamily	277524	130	224	4.21631e-22	87.5048	cl21459	HTH superfamily	 - 	 - 
Q#32 - >310764308	multi-dom	223816	1	225	1.04795e-66	208.305	COG0745	OmpR	 - 	 - 
Q#33 - >310764347	specific	238088	4	117	1.49909e-30	110.358	cd00156	REC	 - 	cl19078
Q#33 - >310764347	superfamily	271833	4	117	1.49909e-30	110.358	cl19078	REC superfamily	 - 	 - 
Q#33 - >310764347	specific	238225	128	219	3.84767e-22	87.5048	cd00383	trans_reg_C	 - 	cl21459
Q#33 - >310764347	superfamily	277524	128	219	3.84767e-22	87.5048	cl21459	HTH superfamily	 - 	 - 
Q#33 - >310764347	multi-dom	185376	1	220	5.17427e-75	228.838	PRK15479	PRK15479	 - 	 - 
Q#34 - >310763876	superfamily	271833	80	120	0.00108084	36.3997	cl19078	REC superfamily	N	 - 
Q#34 - >310763876	superfamily	277524	163	227	0.0040435	35.4267	cl21459	HTH superfamily	C	 - 
Q#34 - >310763876	multi-dom	223816	80	261	7.9884e-05	41.5137	COG0745	OmpR	N	 - 
Q#35 - >310758339	specific	238088	5	119	2.28396e-22	88.4017	cd00156	REC	 - 	cl19078
Q#35 - >310758339	superfamily	271833	5	119	2.28396e-22	88.4017	cl19078	REC superfamily	 - 	 - 
Q#35 - >310758339	specific	99777	148	204	1.76547e-17	73.3376	cd06170	LuxR_C_like	 - 	cl21459
Q#35 - >310758339	superfamily	277524	148	204	1.76547e-17	73.3376	cl21459	HTH superfamily	 - 	 - 
Q#35 - >310758339	multi-dom	225107	4	207	7.9045e-52	168.251	COG2197	CitB	 - 	 - 
Q#36 - >310760134	specific	238088	3	118	6.80233e-14	64.5193	cd00156	REC	 - 	cl19078
Q#36 - >310760134	superfamily	271833	3	118	6.80233e-14	64.5193	cl19078	REC superfamily	 - 	 - 
Q#36 - >310760134	specific	99777	144	200	9.04569e-13	60.2408	cd06170	LuxR_C_like	 - 	cl21459
Q#36 - >310760134	superfamily	277524	144	200	9.04569e-13	60.2408	cl21459	HTH superfamily	 - 	 - 
Q#36 - >310760134	multi-dom	225107	2	201	7.25851e-44	147.45	COG2197	CitB	 - 	 - 
Q#37 - >310760590	specific	238088	11	123	1.53632e-32	114.98	cd00156	REC	 - 	cl19078
Q#37 - >310760590	superfamily	271833	11	123	1.53632e-32	114.98	cl19078	REC superfamily	 - 	 - 
Q#37 - >310760590	specific	99777	146	201	1.18834e-15	68.33	cd06170	LuxR_C_like	 - 	cl21459
Q#37 - >310760590	superfamily	277524	146	201	1.18834e-15	68.33	cl21459	HTH superfamily	 - 	 - 
Q#37 - >310760590	multi-dom	226932	6	205	3.27121e-93	273.78	COG4566	FixJ	 - 	 - 
Q#38 - >310760767	specific	238088	8	131	1.36146e-21	86.0905	cd00156	REC	 - 	cl19078
Q#38 - >310760767	superfamily	271833	8	131	1.36146e-21	86.0905	cl19078	REC superfamily	 - 	 - 
Q#38 - >310760767	specific	99777	155	211	2.22551e-16	70.256	cd06170	LuxR_C_like	 - 	cl21459
Q#38 - >310760767	superfamily	277524	155	211	2.22551e-16	70.256	cl21459	HTH superfamily	 - 	 - 
Q#38 - >310760767	multi-dom	225107	5	215	8.99121e-65	201.764	COG2197	CitB	 - 	 - 
Q#39 - >310760838	specific	238088	6	120	4.32262e-32	114.21	cd00156	REC	 - 	cl19078
Q#39 - >310760838	superfamily	271833	6	120	4.32262e-32	114.21	cl19078	REC superfamily	 - 	 - 
Q#39 - >310760838	specific	99777	160	216	3.27768e-17	72.5672	cd06170	LuxR_C_like	 - 	cl21459
Q#39 - >310760838	superfamily	277524	160	216	3.27768e-17	72.5672	cl21459	HTH superfamily	 - 	 - 
Q#39 - >310760838	multi-dom	225107	3	219	8.4994e-72	219.868	COG2197	CitB	 - 	 - 
Q#40 - >310760903	specific	238088	17	126	2.08198e-25	96.4909	cd00156	REC	 - 	cl19078
Q#40 - >310760903	superfamily	271833	17	126	2.08198e-25	96.4909	cl19078	REC superfamily	 - 	 - 
Q#40 - >310760903	specific	99777	150	203	9.18535e-16	68.7152	cd06170	LuxR_C_like	 - 	cl21459
Q#40 - >310760903	superfamily	277524	150	203	9.18535e-16	68.7152	cl21459	HTH superfamily	 - 	 - 
Q#40 - >310760903	multi-dom	226932	12	202	6.1864e-72	219.467	COG4566	FixJ	 - 	 - 
Q#41 - >310762362	specific	99777	146	202	6.55622e-13	60.626	cd06170	LuxR_C_like	 - 	cl21459
Q#41 - >310762362	superfamily	277524	146	202	6.55622e-13	60.626	cl21459	HTH superfamily	 - 	 - 
Q#41 - >310762362	multi-dom	225107	1	206	2.67554e-36	128.19	COG2197	CitB	 - 	 - 
Q#42 - >310763223	specific	238088	8	125	1.25798e-16	72.6085	cd00156	REC	 - 	cl19078
Q#42 - >310763223	superfamily	271833	8	125	1.25798e-16	72.6085	cl19078	REC superfamily	 - 	 - 
Q#42 - >310763223	specific	99777	155	208	6.24451e-12	57.9296	cd06170	LuxR_C_like	 - 	cl21459
Q#42 - >310763223	superfamily	277524	155	208	6.24451e-12	57.9296	cl21459	HTH superfamily	 - 	 - 
Q#42 - >310763223	multi-dom	182771	1	208	1.0635e-52	170.785	PRK10840	PRK10840	 - 	 - 
Q#43 - >310763866	specific	238088	17	132	6.01471e-22	87.6313	cd00156	REC	 - 	cl19078
Q#43 - >310763866	superfamily	271833	17	132	6.01471e-22	87.6313	cl19078	REC superfamily	 - 	 - 
Q#43 - >310763866	specific	99777	175	230	2.86598e-18	76.034	cd06170	LuxR_C_like	 - 	cl21459
Q#43 - >310763866	superfamily	277524	175	230	2.86598e-18	76.034	cl21459	HTH superfamily	 - 	 - 
Q#43 - >310763866	multi-dom	225107	16	236	4.19092e-50	164.784	COG2197	CitB	 - 	 - 
Q#44 - >310763869	specific	238088	5	119	1.47967e-26	99.1873	cd00156	REC	 - 	cl19078
Q#44 - >310763869	superfamily	271833	5	119	1.47967e-26	99.1873	cl19078	REC superfamily	 - 	 - 
Q#44 - >310763869	specific	99777	148	204	1.13489e-16	71.0264	cd06170	LuxR_C_like	 - 	cl21459
Q#44 - >310763869	superfamily	277524	148	204	1.13489e-16	71.0264	cl21459	HTH superfamily	 - 	 - 
Q#44 - >310763869	multi-dom	225107	4	209	1.10283e-60	190.978	COG2197	CitB	 - 	 - 
Q#45 - >310763884	specific	99777	152	205	1.97795e-12	59.4704	cd06170	LuxR_C_like	 - 	cl21459
Q#45 - >310763884	superfamily	277524	152	205	1.97795e-12	59.4704	cl21459	HTH superfamily	 - 	 - 
Q#45 - >310763884	specific	238088	9	125	3.71651e-11	57.2005	cd00156	REC	 - 	cl19078
Q#45 - >310763884	superfamily	271833	9	125	3.71651e-11	57.2005	cl19078	REC superfamily	 - 	 - 
Q#45 - >310763884	multi-dom	182771	6	205	1.12974e-46	155.762	PRK10840	PRK10840	 - 	 - 
Q#46 - >310759976	specific	238088	12	122	1.64415e-29	111.128	cd00156	REC	 - 	cl19078
Q#46 - >310759976	superfamily	271833	12	122	1.64415e-29	111.128	cl19078	REC superfamily	 - 	 - 
Q#46 - >310759976	specific	99707	153	318	2.067e-16	76.0307	cd00009	AAA	 - 	cl21455
Q#46 - >310759976	superfamily	277521	153	318	2.067e-16	76.0307	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#46 - >310759976	specific	251640	399	440	2.59527e-05	41.6354	pfam02954	HTH_8	 - 	cl22895
Q#46 - >310759976	superfamily	277610	399	440	2.59527e-05	41.6354	cl22895	HTH_8 superfamily	 - 	 - 
Q#46 - >310759976	multi-dom	225114	6	448	0	523.413	COG2204	AtoC	 - 	 - 
Q#47 - >310761135	specific	238088	5	116	2.15824e-28	108.047	cd00156	REC	 - 	cl19078
Q#47 - >310761135	superfamily	271833	5	116	2.15824e-28	108.047	cl19078	REC superfamily	 - 	 - 
Q#47 - >310761135	specific	99707	141	298	6.73813e-25	99.5279	cd00009	AAA	 - 	cl21455
Q#47 - >310761135	superfamily	277521	141	298	6.73813e-25	99.5279	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#47 - >310761135	specific	251640	398	439	4.59224e-11	58.199	pfam02954	HTH_8	 - 	cl22895
Q#47 - >310761135	superfamily	277610	398	439	4.59224e-11	58.199	cl22895	HTH_8 superfamily	 - 	 - 
Q#47 - >310761135	multi-dom	225114	1	439	0	541.903	COG2204	AtoC	 - 	 - 
Q#48 - >310761216	specific	238088	6	122	6.40207e-31	115.366	cd00156	REC	 - 	cl19078
Q#48 - >310761216	superfamily	271833	6	122	6.40207e-31	115.366	cl19078	REC superfamily	 - 	 - 
Q#48 - >310761216	specific	99707	154	317	1.01319e-26	105.306	cd00009	AAA	 - 	cl21455
Q#48 - >310761216	superfamily	277521	154	317	1.01319e-26	105.306	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#48 - >310761216	specific	251640	458	497	2.55452e-09	53.1914	pfam02954	HTH_8	 - 	cl22895
Q#48 - >310761216	superfamily	277610	458	497	2.55452e-09	53.1914	cl22895	HTH_8 superfamily	 - 	 - 
Q#48 - >310761216	multi-dom	273818	4	497	0	631.003	TIGR01818	ntrC	 - 	 - 
Q#49 - >310763636	specific	238088	5	113	8.39606e-23	89.9425	cd00156	REC	 - 	cl19078
Q#49 - >310763636	superfamily	271833	5	113	8.39606e-23	89.9425	cl19078	REC superfamily	 - 	 - 
Q#49 - >310763636	specific	197918	127	207	1.31593e-07	47.185	smart00850	LytTR	 - 	cl04498
Q#49 - >310763636	superfamily	262178	127	207	1.31593e-07	47.185	cl04498	LytTR superfamily	 - 	 - 
Q#49 - >310763636	multi-dom	225818	1	197	2.7188e-41	142.5	COG3279	LytT	 - 	 - 
Q#50 - >310763137	specific	238088	8	116	1.74021e-23	90.7129	cd00156	REC	 - 	cl19078
Q#50 - >310763137	superfamily	271833	8	116	1.74021e-23	90.7129	cl19078	REC superfamily	 - 	 - 
Q#50 - >310763137	specific	251640	136	172	4.44998e-09	49.3394	pfam02954	HTH_8	 - 	cl22895
Q#50 - >310763137	superfamily	277610	136	172	4.44998e-09	49.3394	cl22895	HTH_8 superfamily	 - 	 - 
Q#50 - >310763137	multi-dom	226933	1	174	9.19308e-72	217.29	COG4567	COG4567	 - 	 - 
Q#51 - >310763926	specific	238088	5	116	1.36013e-26	99.9577	cd00156	REC	 - 	cl19078
Q#51 - >310763926	superfamily	271833	5	116	1.36013e-26	99.9577	cl19078	REC superfamily	 - 	 - 
Q#52 - >310758272	specific	252210	144	199	9.32113e-14	62.882	pfam03861	ANTAR	 - 	cl04297
Q#52 - >310758272	superfamily	262090	144	199	9.32113e-14	62.882	cl04297	ANTAR superfamily	 - 	 - 
Q#52 - >310758272	multi-dom	226230	16	205	2.37403e-31	114.352	COG3707	AmiR	 - 	 - 
Q#53 - >310762993	specific	238088	13	101	3.71026e-06	42.9481	cd00156	REC	 - 	cl19078
Q#53 - >310762993	superfamily	271833	13	101	3.71026e-06	42.9481	cl19078	REC superfamily	 - 	 - 
Q#53 - >310762993	specific	252210	129	184	2.15852e-14	64.4228	pfam03861	ANTAR	 - 	cl04297
Q#53 - >310762993	superfamily	262090	129	184	2.15852e-14	64.4228	cl04297	ANTAR superfamily	 - 	 - 
Q#53 - >310762993	multi-dom	226230	1	186	7.42856e-40	136.309	COG3707	AmiR	 - 	 - 
